400 1000
155 181 373
151 91 25
152 88 195
361 394 188
150 84 167
400 14 197
276 69 64
162 199 71
15 262 367
287 222 32
124 208 282
262 327 12
16 311 60
18 171 372
389 279 178
305 198 16
41 123 134
334 28 201
237 163 279
64 398 483
308 207 99
69 314 335
150 333 352
126 159 58
74 30 191
292 77 357
51 93 116
222 349 475
54 162 158
303 183 85
209 297 243
298 143 361
392 78 267
400 30 235
24 205 439
123 117 365
125 345 72
13 29 122
258 376 150
249 73 344
61 252 279
217 93 333
123 167 414
37 394 495
166 382 471
333 32 247
42 100 209
356 149 99
199 223 420
279 367 18
271 17 146
126 277 253
304 228 215
51 54 165
334 161 56
103 93 497
152 34 399
361 332 304
347 120 410
61 388 426
383 381 43
199 135 475
199 19 175
386 305 422
310 82 415
335 112 150
186 362 27
315 375 434
220 147 2
323 114 7
33 52 449
266 194 408
122 35 328
351 281 196
347 331 252
312 227 216
98 130 289
135 153 463
319 241 472
70 25 32
227 138 424
354 333 224
64 178 73
309 240 47
352 202 341
310 242 183
212 396 322
36 15 240
195 18 334
261 276 309
336 283 366
298 381 422
123 192 168
152 279 7
201 169 31
164 260 200
382 90 138
299 312 48
215 341 43
256 281 335
363 284 293
361 309 471
283 275 252
58 298 19
336 275 200
104 10 66
115 356 435
134 362 42
44 298 318
151 190 325
380 198 19
238 361 321
5 372 403
294 270 466
152 46 367
126 152 273
29 107 360
342 329 451
335 100 6
206 92 157
64 40 238
50 44 33
283 303 498
159 32 489
306 243 231
141 398 312
127 82 280
376 288 434
328 349 162
349 175 143
376 359 54
315 116 183
37 24 401
322 359 295
313 307 218
165 20 221
53 110 299
50 301 89
23 168 307
122 269 103
186 70 482
92 57 214
300 389 447
207 324 54
155 44 349
292 95 380
121 144 51
386 110 454
175 106 76
55 25 214
362 396 48
313 138 344
90 262 408
39 274 228
9 387 257
397 364 219
358 237 89
375 97 244
18 103 458
262 347 27
293 317 272
87 355 356
8 170 58
136 268 372
54 168 230
321 285 273
248 332 172
221 112 244
390 71 105
132 272 312
158 68 246
116 237 495
314 12 482
208 158 174
293 386 330
90 329 259
122 124 115
322 13 106
243 84 455
55 140 360
384 92 198
66 345 158
339 358 434
172 375 288
209 42 5
91 287 298
245 142 272
27 255 107
28 335 264
266 39 309
276 360 328
278 159 381
305 83 380
266 2 436
7 351 456
236 382 488
116 113 50
15 165 53
10 285 105
400 396 364
83 108 243
128 85 295
94 340 435
396 275 164
276 289 261
137 131 10
46 397 14
262 380 419
50 270 239
113 378 438
20 352 214
256 191 408
106 146 389
41 199 228
156 116 56
85 319 58
193 150 271
326 56 185
38 9 374
274 278 395
313 396 250
111 121 418
51 68 315
275 397 318
84 103 203
138 283 131
328 362 59
400 111 298
55 202 94
36 103 186
151 127 322
134 303 357
148 85 134
159 18 307
271 176 439
9 311 2
305 140 304
32 64 234
272 95 463
378 84 455
93 361 26
88 190 357
324 142 494
213 238 154
116 213 225
323 331 131
394 95 77
206 59 489
209 354 273
15 375 352
102 91 329
76 359 112
308 12 292
222 319 51
38 113 128
5 77 166
389 176 380
30 296 232
70 257 313
155 282 111
328 13 85
40 315 38
150 217 78
391 50 120
241 41 262
248 208 44
42 223 228
85 275 136
362 102 115
396 221 98
83 286 361
191 329 334
146 119 415
144 337 3
44 134 329
126 18 391
152 333 500
40 93 389
72 126 453
77 3 270
233 134 144
334 227 229
298 109 278
47 90 484
167 295 81
94 50 35
198 25 229
52 230 106
347 184 347
239 256 496
342 110 344
343 213 433
13 80 421
100 89 283
256 19 224
395 269 400
290 66 174
323 119 129
278 377 415
326 189 430
325 8 341
53 3 469
222 181 452
46 324 216
312 46 143
111 267 443
116 126 361
274 370 110
269 369 255
112 277 332
268 106 129
107 238 208
49 249 383
28 116 134
237 69 74
84 232 282
201 324 26
279 200 244
90 195 376
55 337 473
336 149 141
164 139 303
307 312 415
314 360 46
16 268 450
207 89 142
284 134 102
234 367 54
254 345 167
326 21 317
45 252 135
280 82 348
120 225 197
393 204 181
189 378 433
23 345 160
85 111 223
272 109 14
231 211 119
187 48 140
283 305 163
138 139 164
37 231 113
36 355 111
242 51 144
237 335 359
41 371 342
141 150 113
170 192 407
392 212 488
294 319 367
208 198 209
145 133 239
344 94 497
76 166 195
201 273 242
51 247 447
233 107 55
120 341 148
350 115 117
65 247 304
207 204 286
300 375 321
270 356 76
358 20 86
