300 900
170 115 149
237 228 495
256 175 131
236 18 252
48 237 484
84 163 220
149 154 451
192 38 438
87 60 110
200 286 413
62 185 407
163 296 127
236 74 409
18 9 214
236 191 420
186 286 43
206 176 174
176 153 54
140 243 333
143 61 341
255 110 126
44 106 18
168 97 376
7 278 19
94 279 447
128 228 156
74 10 67
269 91 253
61 236 28
75 298 180
200 1 219
27 78 268
99 269 205
190 241 437
167 149 197
6 200 268
266 234 292
25 248 16
247 83 377
232 175 78
201 76 471
79 218 475
104 264 153
252 161 123
62 24 63
238 26 164
212 167 367
87 63 141
248 107 129
191 18 173
266 22 430
66 287 329
215 251 210
276 158 176
63 138 481
213 214 461
141 93 489
41 31 308
239 292 289
138 5 499
108 188 316
157 252 431
139 170 116
239 62 465
96 193 251
206 268 344
33 109 89
108 78 279
94 76 301
196 277 414
187 96 238
161 233 18
129 86 263
117 87 182
288 169 1
258 78 31
268 144 159
28 172 98
267 95 163
264 124 419
5 247 100
270 170 431
86 285 135
28 272 24
173 216 310
282 58 140
71 152 25
134 256 305
244 26 429
6 80 435
44 75 252
156 211 242
234 94 406
257 35 153
93 238 18
166 246 375
6 43 406
39 191 189
256 280 446
261 43 261
91 210 226
262 20 166
200 162 399
143 285 216
281 204 426
7 169 212
276 203 375
14 199 359
149 178 248
273 237 282
269 74 281
233 97 226
127 212 392
52 69 354
11 57 340
261 223 411
112 30 170
204 207 105
83 180 125
256 183 124
299 174 212
59 66 203
145 230 247
267 22 58
284 98 469
124 106 46
9 298 297
278 34 65
271 245 97
170 209 8
174 285 330
29 219 226
169 181 351
18 270 478
170 266 188
236 98 313
185 20 287
144 85 283
295 54 83
70 198 294
30 138 464
156 151 278
218 189 116
282 226 82
265 55 160
51 7 401
242 290 210
194 268 251
46 122 251
255 181 414
152 109 185
257 66 329
14 123 269
179 42 397
95 171 74
8 285 452
195 42 425
262 200 90
141 286 206
3 131 449
22 95 378
142 37 52
171 96 322
236 57 203
267 157 382
284 113 103
283 39 454
281 106 356
167 173 206
81 155 212
202 244 177
234 214 380
113 25 42
300 70 304
252 175 394
34 272 253
111 19 42
