40 1400
23 1 202
28 17 266
23 10 436
40 20 5
19 39 252
22 23 142
5 35 480
36 21 403
35 1 238
21 34 261
11 26 50
14 28 184
17 28 207
15 40 399
6 25 406
15 33 201
13 16 20
37 9 273
11 17 185
2 37 260
6 13 363
1 14 320
30 22 451
3 7 150
36 20 100
5 32 182
34 29 139
16 25 50
36 34 280
33 28 176
25 24 252
34 2 164
9 24 170
17 20 355
20 15 305
35 33 272
21 2 281
2 38 3
27 25 484
3 6 253
18 1 108
1 13 222
40 7 125
37 39 400
24 35 425
18 38 381
8 23 268
18 4 64
19 11 319
7 12 348
31 5 480
36 37 470
28 38 208
26 18 299
13 23 273
33 7 63
2 22 196
4 36 264
10 5 428
29 23 271
37 34 417
19 26 243
3 32 12
22 16 250
34 39 270
19 2 229
33 14 366
31 27 239
35 27 206
28 16 5
32 18 220
37 5 132
10 6 238
4 40 85
24 31 105
34 1 342
34 15 486
18 30 235
13 20 378
2 40 455
34 3 245
17 26 396
16 27 365
40 5 450
27 8 148
11 19 168
33 3 48
34 22 293
26 39 240
22 31 123
6 11 189
16 39 198
37 7 384
7 21 217
31 1 103
16 13 151
22 39 244
30 8 139
5 36 299
35 17 375
40 13 71
35 38 98
16 3 476
8 19 61
38 32 472
19 24 153
9 12 256
17 34 63
25 22 200
10 2 409
34 38 307
4 28 15
7 35 71
6 32 436
2 30 429
35 30 136
1 33 467
22 32 129
32 16 210
39 28 414
2 25 300
7 39 90
11 22 395
30 24 240
37 40 317
17 10 314
26 11 45
40 12 326
14 7 313
31 8 109
4 27 202
2 7 81
6 10 79
37 29 265
15 16 72
18 40 123
16 24 13
12 35 346
10 32 22
16 10 266
40 6 1
26 20 434
36 6 134
38 33 17
17 21 319
10 28 101
2 20 149
14 26 395
12 34 61
5 1 458
20 9 303
25 21 260
13 24 421
36 18 5
32 5 333
40 19 489
15 24 303
16 40 465
21 32 203
34 7 44
4 38 37
24 32 133
7 22 325
3 9 47
11 13 266
38 25 200
1 36 74
29 39 485
7 2 347
34 11 20
21 7 308
23 24 390
18 20 402
21 19 18
8 17 129
36 4 166
28 24 29
29 4 429
2 29 480
37 4 393
33 1 494
14 36 227
1 35 76
22 13 149
21 33 455
29 7 189
30 19 181
27 36 450
23 27 126
19 33 499
31 15 255
6 20 227
28 33 336
19 17 402
13 19 261
38 3 23
28 27 433
4 37 240
31 30 63
26 2 155
13 28 336
3 24 161
14 10 172
39 27 308
31 32 37
24 2 96
29 21 324
4 39 104
32 39 174
11 31 498
15 2 257
32 36 299
2 33 259
9 28 101
37 16 43
17 32 267
39 37 29
2 10 179
1 17 139
34 24 258
26 10 247
38 2 487
31 18 467
27 2 175
17 27 354
24 17 350
21 5 251
36 28 414
31 10 135
32 1 65
24 5 191
34 9 195
36 39 23
21 35 124
17 16 198
16 21 381
36 11 440
31 36 364
30 20 320
4 21 70
26 13 366
33 35 372
25 5 93
20 1 465
37 26 474
35 24 298
1 4 71
15 3 24
1 10 226
23 29 225
11 4 349
16 2 28
23 2 76
11 8 107
19 12 133
17 3 156
11 16 199
37 20 341
18 16 203
11 10 318
6 37 65
40 22 163
40 9 187
22 21 426
15 38 309
1 39 147
18 31 215
35 11 306
33 18 193
4 31 329
11 33 58
29 16 471
11 25 373
4 13 319
11 29 407
28 25 302
20 6 399
25 4 392
29 36 238
1 31 171
19 15 49
30 39 320
7 1 270
33 5 457
4 25 51
23 37 483
11 39 416
31 3 488
37 32 328
15 32 482
19 37 484
26 19 97
27 17 198
14 38 415
10 17 360
3 13 103
39 6 489
15 10 190
6 31 168
33 34 288
32 14 113
17 24 159
37 2 192
15 34 354
30 28 457
12 37 294
21 16 179
1 21 373
2 17 77
21 14 142
4 14 88
29 35 161
30 18 6
16 19 333
2 15 158
8 11 209
10 12 288
22 17 309
35 9 197
20 33 201
7 3 98
38 34 259
40 35 90
10 24 320
34 10 416
12 15 142
18 7 246
7 27 481
26 31 191
6 21 50
20 38 234
12 14 75
37 38 443
20 36 316
40 31 402
17 19 92
35 28 472
35 36 308
40 30 97
37 28 126
15 22 82
35 19 134
10 8 296
15 37 391
31 6 444
25 20 337
17 39 280
9 33 144
26 3 433
9 3 4
35 37 451
10 31 6
17 30 229
27 33 298
25 10 56
2 9 287
27 34 81
6 30 424
15 25 165
1 38 474
30 36 326
11 37 95
25 27 317
5 38 197
9 11 148
34 37 85
9 15 142
1 16 299
8 16 485
35 32 467
29 32 306
29 2 127
16 28 163
16 23 34
30 9 87
1 8 289
4 35 143
15 18 34
35 3 434
23 28 163
23 18 413
8 30 383
4 29 15
20 24 345
4 24 293
8 12 69
4 2 134
29 22 279
40 26 67
18 25 182
12 16 376
5 34 477
19 36 116
9 26 238
27 24 56
24 39 179
23 11 195
3 5 458
15 31 85
31 21 175
5 25 350
35 5 293
34 20 184
1 22 20
13 26 325
33 19 461
12 9 103
23 38 437
8 14 435
38 16 232
7 30 377
29 15 417
19 8 23
14 19 253
28 35 123
26 15 402
21 11 19
6 9 86
26 1 244
6 38 465
33 38 13
14 35 329
15 17 21
9 4 198
29 38 483
5 7 345
21 28 125
11 28 313
23 6 14
14 39 111
15 4 455
28 39 402
2 16 171
35 34 315
2 4 448
2 32 68
10 18 389
21 40 221
17 11 425
15 6 277
18 19 496
16 12 107
28 15 445
28 21 500
40 36 72
25 28 14
4 20 444
22 15 41
39 32 50
11 30 23
12 22 56
13 25 121
23 32 139
19 16 458
28 32 345
5 28 253
13 2 495
1 30 456
36 29 80
8 24 309
24 30 53
26 33 481
30 35 225
27 7 40
38 21 5
29 27 84
26 14 222
37 14 48
34 40 96
28 4 173
21 4 257
18 2 185
14 23 82
24 14 491
23 7 152
34 4 435
29 12 229
36 9 322
25 35 166
39 14 226
19 25 190
6 15 160
20 26 207
3 8 30
33 10 190
25 13 7
32 33 104
36 32 188
22 28 303
28 6 102
22 18 387
39 2 255
11 5 301
34 23 279
29 9 267
10 39 484
32 6 421
10 3 52
30 15 269
19 20 443
22 25 309
19 23 276
13 21 447
11 23 384
34 19 267
23 33 151
2 18 384
36 17 357
9 18 403
3 21 188
10 20 253
16 22 223
30 38 71
10 14 27
31 20 282
18 10 35
28 23 297
29 20 244
23 14 241
35 26 407
3 40 3
22 10 398
6 34 361
33 8 484
1 40 350
11 35 95
30 26 236
5 10 100
22 37 253
23 5 260
3 18 395
8 9 86
20 19 463
20 8 394
12 38 310
38 31 493
15 26 84
10 25 94
28 31 497
14 34 28
5 22 199
18 36 207
38 5 427
38 37 192
8 7 474
3 38 293
33 16 53
10 15 171
35 18 346
2 26 312
17 15 365
16 7 324
35 8 268
9 2 45
33 37 199
37 3 446
13 31 431
35 40 296
32 19 396
8 6 280
39 38 75
21 18 117
32 2 452
13 40 188
40 27 469
19 32 61
1 34 46
18 39 175
34 35 300
40 34 174
31 22 475
40 39 163
10 38 253
8 38 290
26 38 266
25 16 493
33 17 86
5 37 385
7 32 7
14 16 394
11 9 162
8 31 167
26 17 498
27 15 19
7 13 194
28 40 123
9 25 344
12 32 478
32 10 15
35 16 297
20 34 429
14 11 445
34 13 71
5 24 106
20 28 102
7 15 474
31 23 272
16 18 324
36 10 61
3 27 205
25 1 10
2 8 1
22 30 432
11 38 125
37 24 108
28 36 438
29 13 37
20 14 150
23 39 263
38 15 481
4 15 267
28 19 58
20 27 374
8 4 372
14 33 371
27 14 388
38 10 355
3 34 390
15 5 298
37 30 140
17 5 383
10 22 352
27 28 150
5 16 424
39 12 305
5 15 353
12 36 254
29 28 20
12 26 253
1 5 239
11 40 431
36 15 185
30 5 403
24 22 261
18 5 476
12 29 442
29 1 77
14 21 282
38 27 495
12 2 150
22 33 339
5 33 238
32 15 209
18 17 232
23 12 322
38 36 414
10 1 29
28 14 41
18 15 119
39 19 361
13 8 370
36 16 210
5 8 232
13 10 193
37 22 307
25 23 115
23 31 484
35 29 69
19 38 131
8 10 140
14 24 387
40 16 373
11 6 175
3 1 18
23 13 389
3 30 117
22 24 86
1 26 345
1 2 326
3 16 365
14 30 104
34 26 6
29 14 314
11 27 440
4 10 73
39 10 477
8 15 423
4 17 334
7 4 22
32 29 42
5 30 257
3 23 283
14 32 53
28 18 296
34 25 197
1 25 277
3 22 195
14 8 128
13 39 102
33 22 476
39 7 283
27 12 43
25 12 82
33 24 96
16 38 7
15 14 40
26 24 442
24 13 500
20 35 193
24 7 492
40 25 311
35 10 50
14 27 412
1 37 289
40 28 232
35 13 123
39 24 350
1 7 243
36 24 255
29 24 119
39 1 168
21 22 456
37 17 196
40 4 71
19 29 140
30 1 276
38 22 442
30 2 70
20 37 191
2 23 306
18 32 107
40 32 480
36 30 433
26 12 325
6 40 248
31 34 327
16 33 11
35 25 12
27 35 280
37 21 234
27 40 382
6 26 112
35 23 417
15 8 388
10 33 398
15 35 218
9 14 20
38 30 447
10 30 39
28 12 160
39 17 380
31 16 253
18 21 200
24 34 22
9 40 340
30 17 71
36 19 477
24 8 60
24 19 128
39 15 384
36 31 245
5 31 135
34 6 187
10 13 250
36 13 359
13 33 476
19 35 375
14 18 161
30 23 64
16 1 401
15 21 245
37 1 83
32 24 3
36 35 275
32 37 87
36 27 39
3 35 59
33 30 405
39 8 353
35 15 276
34 16 179
29 34 112
16 14 463
37 18 268
29 40 26
18 3 83
14 9 488
33 6 500
5 11 383
29 11 81
30 11 164
27 20 152
37 33 142
3 20 130
26 25 413
6 8 360
3 19 189
24 25 109
28 30 218
31 19 296
33 40 393
33 2 57
4 26 130
36 3 81
21 15 476
20 13 391
22 14 21
40 21 285
37 8 165
4 16 349
38 4 251
31 9 65
32 17 491
32 31 466
28 29 289
13 18 225
30 31 405
10 35 4
38 7 73
16 5 463
32 9 323
34 36 311
37 13 173
23 4 458
34 33 166
38 26 114
10 19 134
31 26 131
26 29 390
7 40 444
23 22 21
30 14 238
9 16 32
14 22 439
25 31 146
24 33 348
28 7 73
22 19 402
36 26 405
8 27 489
4 22 457
38 40 222
31 4 199
24 10 88
28 2 195
34 32 463
2 36 253
25 38 459
36 14 386
35 6 67
1 6 370
16 4 486
27 37 160
10 21 467
13 6 268
17 40 17
22 34 412
24 20 162
36 33 315
17 22 412
40 24 209
30 40 292
12 23 224
19 18 444
28 13 353
29 18 79
9 35 28
17 25 369
3 37 465
27 5 54
4 30 195
23 3 91
17 7 449
18 9 324
12 10 255
3 31 173
20 23 88
21 13 460
35 14 153
8 37 362
9 6 417
30 27 283
36 2 28
39 5 32
22 38 436
33 29 475
40 2 310
6 1 180
13 1 376
39 16 13
20 18 460
40 8 485
1 15 321
1 23 337
15 13 46
10 4 41
4 3 146
35 7 449
21 31 117
40 17 373
7 26 369
18 33 74
34 12 26
4 1 155
24 40 382
9 37 153
14 2 447
26 40 2
27 1 248
11 2 183
31 29 268
38 23 113
31 40 492
33 32 88
21 24 27
7 33 140
32 38 147
7 29 187
36 1 484
3 33 260
33 39 26
33 11 188
16 9 35
17 12 236
12 11 146
14 29 157
35 20 332
8 25 296
11 1 472
30 34 187
28 20 283
39 3 118
30 12 204
19 5 487
27 19 141
13 3 235
7 8 122
23 19 464
35 39 287
13 14 76
25 2 280
29 26 458
39 23 71
30 21 125
31 13 60
11 36 187
32 13 229
26 23 108
25 36 490
38 8 444
21 20 407
27 18 415
40 1 298
24 28 481
20 21 406
6 19 10
24 9 12
2 34 497
23 20 468
23 17 306
4 19 170
1 3 464
36 5 83
24 11 278
21 17 432
28 10 83
2 21 27
2 12 444
30 29 116
17 31 50
27 21 160
23 16 213
19 27 148
21 3 196
33 20 484
32 35 474
17 23 178
24 26 280
14 1 150
12 24 127
11 12 122
20 31 369
14 5 119
40 33 411
26 9 463
10 11 211
34 28 278
7 17 33
24 4 404
22 9 58
26 8 427
6 33 145
9 13 487
14 40 18
17 29 408
2 14 272
12 20 200
38 11 67
9 23 381
6 35 454
20 5 56
31 28 80
31 33 126
17 1 277
5 19 257
19 14 239
39 22 144
12 4 385
3 11 384
4 9 220
32 20 207
32 30 407
7 38 246
36 40 176
2 11 170
38 28 205
22 2 490
33 15 478
10 9 354
18 11 159
7 24 169
39 35 43
26 34 295
7 23 281
22 1 181
23 30 157
24 16 13
3 15 130
5 2 238
1 12 432
28 22 491
2 19 258
19 7 133
28 26 239
30 10 367
15 27 22
18 14 330
1 29 292
15 23 30
8 22 398
22 12 71
7 10 495
19 10 154
38 17 16
8 34 441
34 27 348
24 27 219
12 18 52
12 7 302
29 33 48
1 18 323
29 3 315
25 39 324
33 36 380
2 27 87
9 7 134
12 40 434
39 34 479
16 17 287
17 4 110
8 18 2
34 14 383
37 11 455
6 3 342
11 3 264
38 14 28
38 29 19
3 28 82
15 28 292
25 29 453
1 20 266
23 8 433
16 8 413
16 34 306
39 40 63
11 14 194
9 22 377
28 8 52
12 17 7
33 26 238
21 27 89
37 12 273
8 33 97
30 4 146
8 40 465
31 14 457
21 6 199
39 20 98
3 29 94
31 24 365
16 37 316
17 8 337
12 3 237
32 25 83
32 34 201
36 7 332
9 31 129
38 39 289
20 40 459
11 20 199
5 26 426
6 12 315
32 22 168
35 31 414
14 15 266
12 33 82
20 30 345
29 17 167
9 5 384
36 25 209
6 22 356
12 21 467
5 6 419
16 20 32
7 19 462
30 6 432
21 12 182
32 26 194
20 2 320
28 3 52
26 6 43
27 39 32
12 19 257
32 23 327
18 29 274
38 9 79
15 12 301
25 37 450
14 13 322
17 6 285
20 3 436
26 32 274
13 38 92
27 32 233
27 29 466
2 28 129
27 13 384
12 13 401
23 40 42
19 22 451
8 35 131
5 20 175
31 25 224
9 20 341
18 35 22
32 11 119
9 19 460
9 10 416
7 37 104
40 3 407
5 17 238
24 15 129
25 17 350
9 21 379
19 28 387
23 21 126
17 38 92
1 11 34
8 3 183
14 4 286
22 20 204
28 37 346
7 16 406
7 9 324
19 21 271
39 26 18
21 38 31
15 1 14
39 9 276
19 13 367
33 12 137
20 11 428
23 34 471
20 25 443
5 12 16
37 36 234
32 8 76
2 35 91
25 9 462
25 33 222
38 20 493
17 9 36
10 23 174
15 29 112
39 11 460
2 39 215
35 21 496
10 36 79
12 27 222
33 27 223
24 23 249
6 16 278
15 36 286
38 19 471
17 33 175
8 26 84
6 27 221
37 27 324
33 4 304
5 9 109
21 25 430
29 31 351
29 30 40
3 4 79
9 38 51
21 8 32
2 5 217
7 5 470
6 39 84
31 38 46
26 21 230
23 35 391
17 18 17
11 7 186
12 39 73
7 11 447
7 28 377
12 6 131
22 35 448
13 11 303
12 5 389
6 28 160
6 5 462
