2500 7000
104 1083 214
1939 295 104
752 9 24
703 2169 55
2296 2464 244
1225 72 5
775 607 387
2026 512 278
2091 923 152
736 2129 208
1049 512 201
541 26 334
966 1550 297
1447 1698 130
1664 1020 137
70 1247 155
1318 2153 76
831 918 129
2304 1885 291
532 2373 243
599 1476 349
1163 1839 240
162 623 154
2112 594 457
1111 291 130
2449 1102 295
929 546 412
596 130 144
1169 2448 341
2227 1102 79
85 1525 317
1507 2224 373
2204 1647 179
563 783 443
1346 753 465
1374 570 255
1877 1534 455
2403 1767 364
544 2344 250
2157 1140 252
1798 624 32
1920 1965 101
199 1955 129
2081 273 453
2342 431 79
53 878 346
1361 1161 448
492 2208 425
1705 103 371
1039 2296 358
205 105 373
2150 25 307
1632 2294 53
459 735 483
2315 1174 221
968 809 196
1484 869 322
971 2166 74
1401 972 304
2278 2034 343
2114 196 331
125 534 191
589 2378 166
2125 895 92
2284 2413 317
612 1341 181
1845 987 333
417 1414 230
2215 454 234
137 586 277
1866 954 42
819 803 312
1204 2165 119
1602 2284 140
2052 258 294
1819 433 41
955 436 482
621 188 123
969 1632 343
2008 930 367
25 2340 338
879 783 75
2464 95 257
2149 152 26
336 349 377
2290 1996 465
1952 1437 449
99 1846 26
797 1203 226
1580 1398 386
274 2074 75
2326 99 171
1105 316 183
1596 48 302
1131 778 168
769 1050 178
533 1770 345
658 1009 43
1778 1791 356
992 869 355
828 1238 269
1635 642 181
901 925 108
1933 84 102
881 638 177
1727 758 420
970 1113 303
43 1449 74
1149 339 452
126 777 484
152 251 145
185 1980 49
2345 771 439
1317 2260 215
82 2358 8
823 14 356
2456 1021 329
208 1149 140
1015 2133 255
2101 760 282
2420 753 269
1871 2193 84
1995 1780 20
1781 782 67
1826 794 81
6 1897 110
1041 2157 369
834 2345 241
1399 2109 429
2093 274 407
1386 324 129
2228 592 399
1684 1560 157
453 1915 50
637 1708 436
966 546 113
1733 139 31
1971 1508 85
2023 219 293
1046 23 492
1485 1807 72
1090 2160 261
1830 2296 394
980 2334 386
334 504 389
779 1287 334
1197 979 182
1134 1199 145
451 1239 326
7 2091 470
2198 1177 270
1655 2285 307
58 484 134
565 2164 406
1187 1330 189
953 1293 436
2443 1436 45
2029 93 11
2365 1375 69
300 1844 200
465 986 334
2077 1072 239
547 95 9
2256 1297 59
468 1444 132
422 1948 63
1782 1380 497
2346 359 114
262 465 259
633 638 435
1353 1322 71
87 1646 127
1971 1621 371
1843 1686 450
483 1672 80
200 1376 304
187 384 428
1586 2443 341
2162 587 238
1117 783 204
462 1622 190
1057 1013 382
295 379 307
1327 1060 26
246 362 299
1078 370 447
2116 7 306
320 406 342
75 737 307
2386 2015 171
1213 2451 481
303 715 18
879 1302 44
1125 2324 159
478 2120 255
2408 1958 261
1812 1032 107
1455 581 397
1872 1017 248
1782 98 185
539 1219 466
979 163 391
811 2012 206
1966 602 274
1562 1151 211
994 1767 88
1347 15 172
1273 362 73
2273 757 51
754 1221 31
666 1083 469
1205 2134 275
880 1838 387
775 2476 309
49 1241 429
1308 1633 443
2085 1058 227
986 356 184
917 408 124
166 2379 277
1052 1241 168
1609 1180 228
1680 1335 33
1564 838 204
1390 1388 104
255 1630 137
876 727 156
1057 69 289
2063 590 331
972 1292 6
895 319 92
904 247 182
2498 2437 13
699 2388 225
1889 158 133
1915 1395 390
1735 2152 401
731 682 214
146 889 93
247 456 206
1219 1246 84
2495 365 52
2340 1222 230
2172 1608 256
1278 2480 251
2389 836 418
2495 2196 381
1367 2388 70
810 9 210
329 1846 451
1402 1209 227
2009 266 393
655 1149 406
774 364 321
2190 901 404
726 429 114
810 1081 276
1873 805 231
540 788 404
42 1384 393
1786 2466 30
509 655 273
1204 1717 382
931 930 77
872 1464 50
1646 260 95
183 1940 389
1671 357 91
1841 1768 389
1553 1776 69
1933 1749 477
1059 499 331
22 1900 302
180 1030 405
1919 299 442
2461 157 476
712 1223 332
207 1316 381
2195 1640 123
1934 2421 266
1722 893 28
806 1815 199
1755 1094 66
571 373 73
1415 1012 138
2036 710 363
1387 1758 186
982 648 112
1318 1451 422
48 1418 421
677 486 218
475 982 283
760 2430 2
1342 2006 390
2333 1001 185
964 1911 81
1260 539 255
100 1212 247
2001 2118 73
277 1809 225
1521 1728 496
1738 1492 163
14 2249 408
1960 1201 120
2010 2045 309
1342 1356 477
1817 385 160
2281 1185 227
1917 595 244
777 1972 107
268 1325 98
520 200 400
184 1121 485
1046 651 269
603 2326 426
112 302 326
1508 1503 425
597 1194 429
1974 101 457
1178 2028 409
2391 76 388
1579 680 269
2137 1855 187
1669 1663 297
482 572 254
1362 354 250
916 1689 286
2461 630 23
2095 2246 94
2305 2160 44
255 191 118
1673 1361 32
1327 1379 484
640 1071 478
955 1735 455
1859 415 20
1110 276 234
1514 1468 44
1585 2401 273
582 1889 192
2113 1549 85
2262 1194 239
822 1003 199
562 1601 189
2161 2110 409
1606 1264 316
949 751 154
590 908 393
1632 1180 429
1931 1661 171
2145 396 274
16 7 459
1605 767 12
2160 824 193
943 1933 462
1939 18 233
1127 136 397
1239 502 248
1303 1998 452
2265 1399 203
1604 2102 257
1164 931 275
2497 2276 56
2108 382 179
1026 725 455
660 924 34
2342 1484 134
2282 1170 292
1047 890 423
2082 170 467
683 2275 196
583 1023 253
2470 2120 54
871 199 193
953 1817 265
1774 2140 391
1985 1510 420
503 2203 420
2394 2219 199
1507 2107 135
1160 689 260
363 1483 441
1651 997 344
1852 2434 364
2403 1609 225
1909 261 264
2223 537 296
1373 897 51
2088 1716 489
2183 2319 284
2176 1268 96
1805 670 73
1920 2126 491
1510 105 274
1723 2265 18
1297 1265 32
138 1587 487
2242 456 281
825 1664 140
1843 1132 44
1680 1917 285
1630 749 225
442 2283 250
1204 64 484
1137 2428 223
320 810 317
121 2108 85
334 2241 274
1015 711 395
2152 2043 477
523 895 108
830 1535 151
1455 1062 396
224 899 96
1001 1654 157
88 1798 165
793 849 410
643 1620 407
1549 1866 272
1027 707 409
277 762 189
1219 1541 459
2165 1570 418
663 340 93
2470 842 335
2336 1211 36
33 130 433
193 460 113
1597 1172 498
2177 207 445
770 2406 458
78 2343 392
434 1199 20
1208 2406 418
408 2477 319
370 2049 354
2449 1017 375
1209 2409 500
2470 2144 466
1466 1968 260
1748 105 232
124 266 308
24 2291 458
2228 1156 428
55 681 459
2464 482 459
1457 113 349
1554 2457 322
80 1811 281
106 2013 397
1097 130 307
426 1612 389
481 609 65
1183 1735 180
1732 1370 29
509 1407 498
247 243 319
96 2225 402
2471 1119 96
1518 2409 179
584 1808 310
1999 780 22
875 1040 447
569 2017 264
64 1472 317
1022 2128 34
1192 1488 82
8 768 27
220 1016 400
1110 2212 133
1741 1353 129
781 1026 471
1475 1319 356
990 1108 316
493 1926 497
1943 654 149
1484 552 244
269 1403 127
844 514 77
430 1717 266
240 1288 305
1202 1963 398
987 79 184
1133 1532 469
8 1946 361
722 1802 287
2092 1326 26
1167 48 106
879 1592 494
406 874 70
685 1024 368
1466 74 73
430 944 157
2086 1148 170
323 1016 488
58 2012 167
1159 546 422
441 48 146
1350 457 124
782 1307 130
2482 941 93
1443 1072 309
1624 1627 10
1779 1793 381
857 2217 216
2447 254 490
899 1402 500
1654 1273 427
1715 2334 418
677 167 431
242 1427 177
746 1253 47
240 1771 206
67 1747 158
443 314 216
681 2447 123
2348 580 425
1530 705 161
752 1527 184
1507 1812 79
57 2121 472
812 531 159
1500 2252 476
233 213 409
17 1415 410
1131 346 127
1822 1019 140
404 1859 119
2138 1935 305
1029 1049 481
1579 2141 56
2361 2005 417
948 1658 426
2207 1869 122
408 1249 28
44 1023 40
885 2167 50
1619 2336 8
384 93 76
2306 281 302
936 2004 327
1266 574 439
1756 846 200
1656 417 183
453 560 500
1192 588 350
1901 1675 83
605 1558 452
470 475 317
841 1313 112
710 1489 300
1863 2421 54
1305 834 85
1320 2087 105
1110 1952 445
1213 69 189
1105 105 385
602 511 60
1603 1393 180
820 2425 214
2291 655 492
1546 1465 84
2481 1533 359
112 1957 334
1814 1657 208
643 850 442
1602 969 283
1549 642 276
2348 2042 356
594 1201 368
770 956 468
549 434 10
1318 657 186
160 59 455
1012 1465 379
467 2396 347
1046 387 227
2071 1927 461
1097 1886 64
909 391 251
1297 2143 433
1972 486 31
1253 424 81
1347 1973 51
713 2436 493
563 383 465
1157 852 435
380 1213 79
207 2322 466
11 806 410
2460 1909 368
905 24 397
699 456 305
2412 1573 153
1533 516 77
1443 2089 294
491 1777 457
339 1828 69
4 425 92
2385 1684 463
2438 645 384
620 2414 454
2443 259 449
70 1317 178
946 45 119
1297 1122 288
1896 402 233
1304 1360 451
556 1025 183
1050 651 368
16 911 4
601 1231 14
695 2021 345
1015 1487 467
461 1435 184
261 738 329
502 634 344
2137 1439 182
2115 492 365
1101 439 473
551 1263 481
485 2068 352
2136 1769 143
111 875 352
84 1596 282
974 871 242
1387 441 389
2498 1312 369
1071 1014 66
695 1982 377
1440 1990 23
996 624 284
374 2124 448
2372 486 232
1773 2046 158
793 232 400
155 1504 158
2191 1597 249
2082 1438 159
1178 44 486
83 445 189
1977 1133 65
2244 2025 346
462 2119 355
1784 1128 266
141 144 14
1902 92 285
459 862 498
463 1177 311
1834 1026 52
174 456 328
2089 1366 391
1812 1403 434
394 2428 66
739 2099 429
243 570 74
2426 299 293
1510 571 59
1836 1775 235
122 1794 23
2400 449 67
1386 1057 408
524 1660 287
1214 809 2
976 255 347
955 2182 96
1998 1708 68
843 1045 426
730 1491 475
100 181 118
272 816 305
2489 2164 222
1326 1160 391
362 1424 170
1010 121 99
1703 2117 160
1097 604 314
2068 386 463
436 1121 203
1948 1896 208
446 2475 88
1570 1365 492
357 871 443
1683 334 51
114 1179 165
1952 83 200
830 956 100
1259 2109 409
1108 2059 193
490 1368 358
2310 263 460
966 2263 452
2000 1281 401
402 1360 474
2362 662 385
1456 497 158
2434 1391 441
1169 177 485
464 1879 483
651 606 205
903 1849 114
1394 2337 412
1188 1174 302
1953 4 41
1317 1112 390
604 1561 383
1683 2063 370
76 1583 166
2418 2246 250
54 937 147
2216 1715 46
125 1068 388
903 518 432
992 855 36
1167 714 431
1067 2475 399
1067 1110 226
152 1329 139
1259 1360 473
206 364 475
2079 842 362
1315 139 53
1883 2193 204
2115 2203 11
1879 98 414
1541 1604 157
581 1349 193
526 83 104
2461 351 346
2242 1632 32
226 1805 306
1081 97 345
889 2043 331
490 463 417
580 2074 194
1943 1560 300
1885 823 79
2066 528 58
73 1063 368
70 2163 80
442 2165 243
940 1388 132
1112 189 300
2201 2210 314
655 1458 88
1409 149 111
1910 1469 111
2125 1713 473
1992 1300 237
530 1097 306
1903 223 123
1745 919 169
1619 2115 472
1544 475 176
69 201 438
2424 2122 217
226 841 328
1916 1993 475
636 1038 374
114 139 272
180 424 434
2294 155 416
944 1011 237
2002 916 417
2352 584 487
1811 1219 392
219 813 10
218 1433 239
1530 709 140
1041 1524 405
1366 1145 365
2408 727 265
2386 1861 367
1842 1932 420
325 93 466
1044 1830 37
550 985 322
1058 1346 454
369 432 368
210 2460 75
1396 2241 67
237 1080 325
1698 1384 32
662 695 271
1339 83 219
935 2417 377
222 1662 271
2253 1052 318
2480 69 305
1682 1902 251
437 1739 4
1498 341 333
1737 1937 369
2176 1069 241
222 2065 114
321 1025 119
1174 212 80
1667 1866 94
2365 1079 226
1087 2165 106
243 992 51
749 2234 251
385 1608 464
1282 701 48
1645 455 304
688 56 87
1312 1365 499
1607 808 191
71 761 428
100 495 463
932 979 185
2445 957 365
2265 82 382
1435 1337 93
2033 613 168
2396 1518 32
951 720 55
1170 757 162
1137 838 70
162 1281 186
262 1962 347
1809 503 242
1951 1856 144
1073 809 345
1648 650 339
1633 1951 196
2268 1382 66
878 1371 145
2180 2447 19
1104 263 21
1106 720 69
2280 405 461
2189 366 238
1338 1253 45
1861 334 137
425 1271 382
564 2186 177
1485 1617 407
1551 1143 297
1996 468 182
999 1986 488
630 627 153
663 2029 147
2459 894 237
1535 554 99
1558 297 437
1122 1408 484
1703 661 286
500 437 224
862 1466 155
1250 1459 108
1752 1926 389
1640 553 165
1040 2301 475
938 1991 302
624 767 102
2262 2131 56
374 752 87
1198 388 364
554 1961 48
2185 1698 157
2251 2372 440
1286 47 448
1651 478 407
524 1795 227
2383 1930 86
436 745 422
1768 412 451
970 1146 481
1287 35 126
1512 989 476
173 1506 499
1249 1022 344
1935 1223 393
730 280 134
2346 560 474
627 1473 435
2427 647 261
439 894 112
960 2269 211
94 447 458
551 2233 98
1136 1642 221
822 2053 458
1933 2493 306
1698 2400 482
878 2170 201
1785 2115 17
723 2381 256
1728 713 344
1304 1317 33
1659 1061 380
1678 260 412
12 1178 52
737 1302 218
1368 1346 397
343 905 261
122 1293 330
2353 2078 184
1515 2124 99
1408 1816 390
2420 2097 28
989 2163 369
1182 1490 406
766 1275 359
230 711 170
513 1274 393
440 964 91
2141 1580 316
602 1748 402
246 623 399
698 2088 496
708 168 49
205 2461 357
1013 1743 40
444 59 50
410 90 32
2188 1236 263
2079 1851 282
1314 1661 241
846 1671 431
2030 1253 15
982 254 8
1316 458 49
906 549 418
1175 1075 96
1619 883 452
1753 1346 391
1002 1170 411
1021 1121 282
2336 1612 394
1570 895 98
1602 1027 179
525 1888 95
536 87 24
990 932 247
361 420 189
892 1734 92
728 1100 5
1845 1904 229
660 1966 44
955 2488 199
1297 2110 410
1033 1580 141
883 251 314
1720 235 415
1004 697 101
2427 97 53
286 2201 438
922 2076 323
337 184 433
1087 318 276
440 1778 366
1235 741 267
1572 523 283
2342 196 462
1023 2066 178
1464 1251 48
1580 2387 474
752 2027 429
2458 1493 239
173 1874 137
909 2173 314
1146 541 147
759 999 336
358 1591 121
1459 1840 204
149 2217 141
1179 1298 477
1225 1689 119
36 853 381
131 1706 224
2217 807 362
2473 2086 264
635 1301 156
2202 1575 190
1991 620 323
1687 1426 109
1409 1022 237
2314 2342 479
1762 1372 332
2123 1020 401
509 482 24
330 2208 396
1216 712 99
1762 2296 388
1286 2063 418
1831 1879 421
437 2197 103
1522 1494 352
1792 1070 251
1429 1004 95
535 2015 60
2365 729 407
2344 163 112
154 2330 376
2036 768 185
878 1490 294
1360 1965 86
1563 135 325
2464 1556 429
997 1383 100
1467 1015 498
376 2216 108
2059 2204 81
849 1166 178
1327 530 134
2328 315 34
1538 204 173
859 2015 161
1632 2472 112
1885 2457 72
682 2238 358
1365 2269 474
2401 484 110
1430 561 227
2183 2187 499
192 2183 18
477 2056 343
342 99 384
1505 685 479
1734 1923 225
2487 2151 272
1162 2140 16
584 2415 18
2351 1310 492
1713 31 253
2243 2394 107
572 295 226
699 2203 376
1094 1935 365
1293 1619 7
755 2042 4
1635 1109 234
730 1804 467
1392 1308 340
2151 2072 459
1159 1845 488
235 2098 55
1619 411 75
1295 862 485
1916 1037 150
985 1688 257
2193 704 235
1213 1244 372
1458 87 288
686 396 225
1084 1011 167
716 1955 119
33 1954 418
2171 2064 315
2172 1277 312
531 423 33
528 490 350
1618 2244 472
1025 2333 401
2130 37 477
1273 1724 413
336 2305 265
2295 1549 325
188 1891 367
403 1908 333
309 150 418
250 1010 279
1229 644 186
961 2338 109
138 2022 197
993 377 274
904 1715 427
1255 411 282
1938 2465 44
940 2419 59
1664 1494 170
2 673 269
1189 50 233
2221 2294 34
2363 1568 66
1563 2373 61
2489 1544 122
1381 1336 393
1488 2002 338
1721 1572 3
1270 624 161
887 1515 289
534 1393 97
448 480 183
927 155 200
1405 2226 270
1188 69 93
2205 1796 41
334 2253 311
5 208 209
1955 221 388
2191 2153 400
2177 1669 104
1698 55 205
1357 683 251
2293 1295 434
2177 1011 428
197 1574 260
1215 325 21
2301 180 349
612 286 477
738 998 475
882 2237 395
1653 355 104
1370 286 4
1029 1766 263
1465 2397 76
1384 1287 245
1492 221 232
66 1718 428
38 554 327
923 218 237
348 656 34
1293 1782 58
1519 926 179
1278 777 381
1220 1889 91
579 1299 151
179 364 314
413 29 136
73 1491 119
2458 1233 101
358 68 245
1307 2051 246
626 982 232
1790 2105 233
1712 18 196
344 651 232
2013 1963 267
2327 1113 239
2160 1411 185
737 66 15
653 1147 177
1849 718 194
2248 1962 86
600 694 54
297 399 329
610 1918 75
959 1343 411
1437 127 62
2405 2147 472
1431 19 110
2240 2071 480
1397 1287 241
1355 2052 229
1394 767 365
2169 2011 195
1649 864 139
1287 110 426
1674 1976 152
1319 277 345
862 1912 311
1222 214 483
1552 2353 35
1864 1336 267
502 1046 113
608 39 58
1529 1226 318
965 246 343
1486 2028 183
1413 44 387
1408 961 187
2298 1636 39
2118 1820 310
2481 2290 453
229 1322 98
2163 1045 494
2236 1787 175
1379 1707 68
1691 1033 122
1072 871 253
549 19 170
690 2470 473
690 434 281
1527 2247 16
2397 160 22
1413 1319 332
1500 680 308
653 255 165
470 2254 85
678 1642 4
438 517 460
191 1205 412
2139 2149 297
1430 1127 293
686 981 476
2426 1817 224
1378 1681 412
867 2453 285
2307 585 497
353 1430 273
2322 1259 356
1784 68 291
467 1074 399
1638 17 39
1741 556 266
576 656 292
1419 1926 109
126 563 322
1917 177 144
430 1336 146
2040 1455 179
713 1064 391
2290 2423 69
605 1033 48
145 102 134
2205 1052 374
108 896 172
2020 511 495
2357 294 488
1587 314 53
2461 362 156
768 1040 270
508 1662 41
2443 2206 500
834 1623 446
2179 246 309
924 1355 84
1408 1388 457
1345 2100 88
903 1264 405
100 758 314
1711 2370 359
582 1166 134
248 1325 84
1000 736 441
1903 1225 121
982 1455 418
2406 113 167
1614 1554 233
702 1130 372
1659 1625 256
676 1959 355
125 1820 487
506 2127 58
2378 1900 385
1893 1306 28
2483 805 137
1142 1653 56
1838 1504 404
1811 2222 275
1749 1638 361
1034 804 195
1190 401 255
384 1754 188
638 1487 401
1288 2418 422
2157 970 231
399 2435 88
907 973 143
425 312 55
592 245 327
1240 1172 287
1273 1960 429
2209 1674 191
1456 749 325
260 1681 469
1543 2487 267
1534 1480 58
2297 2260 270
1732 1725 229
1595 1371 16
1286 2101 163
138 1106 391
1943 2327 50
1187 984 215
2254 1614 356
1542 38 324
857 2255 390
2477 1730 70
537 1759 317
127 12 316
2366 2361 488
926 2227 150
2310 2158 68
2197 682 486
720 1926 401
1134 1244 129
1342 1409 208
1017 1740 207
2388 2298 285
2206 585 169
42 1205 172
387 2421 48
1463 2109 283
2309 2353 278
1576 347 190
2333 723 53
452 353 179
1333 2123 262
686 158 296
649 1583 98
836 447 115
296 2447 87
2375 1293 7
1262 45 86
2005 1470 420
1433 2131 189
281 2471 31
518 2328 21
2327 1741 362
554 1437 292
959 2277 205
1674 359 95
1869 2111 353
2378 1404 401
2144 2427 358
405 2082 261
151 1361 38
1528 1557 124
1748 249 184
2018 498 122
2124 786 389
933 273 337
2270 2072 142
2274 271 139
1374 130 497
2313 1164 72
682 2236 33
1457 1021 331
1596 1564 349
1377 1733 470
696 2024 156
2352 870 147
259 1201 176
1240 495 349
65 532 240
330 1850 192
1041 1726 252
1076 1166 201
2324 2494 37
2193 1826 421
1618 1784 351
2262 894 441
272 619 24
376 702 78
1180 1506 119
97 1503 192
2016 2283 54
480 1345 461
1381 2058 406
2363 995 296
1983 1516 196
1424 2227 5
186 1897 488
1400 336 252
1106 1036 472
1376 497 297
2070 1256 443
240 1101 408
2423 1085 151
340 791 290
1872 84 180
884 1659 434
152 1425 171
1492 1358 432
1834 565 213
832 1403 252
515 645 222
1803 1108 253
566 1249 435
1830 551 169
603 2097 132
1429 1653 399
874 2135 286
233 1245 463
1939 969 103
1521 1180 191
799 852 401
2077 1147 228
2353 19 125
932 546 166
638 447 298
375 2228 167
159 1522 350
194 1389 307
97 169 233
2460 2098 482
1993 537 273
594 403 381
940 667 356
166 1209 87
830 447 267
1617 1164 183
1868 2027 168
1368 770 56
1053 329 439
470 694 401
915 2048 242
334 164 322
2450 1197 338
373 1624 362
310 1233 421
1113 1275 240
1553 2086 51
1932 797 103
2191 1708 470
2220 238 83
24 712 60
629 614 245
866 1539 416
2284 2484 373
2264 1278 141
1086 1557 262
1870 2114 453
1884 338 270
1951 849 77
950 1396 332
2255 1223 377
897 943 219
1824 1707 67
1677 662 291
1126 1007 450
1287 1242 290
2500 2340 131
389 1416 113
1008 1286 176
2011 2263 430
419 1093 6
2230 1316 79
1116 1354 262
1125 1944 400
729 218 494
2392 1953 33
1872 1186 225
1149 83 221
291 80 402
723 810 185
29 805 496
1362 798 409
1425 1503 272
1844 2307 405
1429 2461 175
917 650 491
877 128 352
274 2388 107
1121 380 96
563 579 449
331 515 260
1274 145 5
1695 954 235
533 511 119
2243 2227 49
1647 1206 164
2066 1044 158
688 2025 480
1861 291 14
648 844 72
2464 65 437
2069 1516 117
1451 656 54
796 728 153
2340 846 418
2205 1553 334
277 14 123
603 1564 333
1492 1430 500
1824 2241 117
1684 2392 397
2062 1343 230
764 2195 135
652 487 20
599 966 139
2042 1012 489
2444 1898 59
217 2341 301
463 1918 376
1675 841 24
2155 2189 363
1007 349 128
1908 1075 345
2375 1711 100
1397 1340 260
1430 198 265
537 701 55
572 1138 103
915 2277 323
36 94 160
1172 1289 212
1082 2424 172
208 1380 478
960 1007 337
1297 1346 177
1003 71 119
246 354 373
195 937 356
1349 1625 413
752 1908 247
318 327 193
604 1811 56
1781 1613 227
2093 2112 397
905 842 108
968 1778 78
377 730 86
1990 696 367
471 2336 244
622 277 488
1082 687 11
979 856 109
28 1681 409
1860 1146 7
854 1554 67
693 2156 52
677 2399 200
1847 960 403
1783 47 25
2370 1323 252
1925 99 309
1119 1626 413
793 1332 9
75 1115 342
1693 1290 392
2378 1198 470
1588 880 338
2428 549 406
1520 1096 8
1834 2490 169
2034 93 345
1937 618 385
2174 1787 120
117 1107 165
845 1795 190
2235 1202 279
1642 601 350
544 1784 89
880 1426 59
2153 2312 331
283 910 309
1311 702 201
671 2291 424
756 902 195
821 192 302
2422 2416 365
1672 2479 382
1559 1485 338
1795 2196 134
2352 1741 471
1968 1611 111
695 1528 188
2067 2367 394
1382 2167 100
1417 687 17
171 1094 433
973 1401 174
2055 1079 91
137 1556 445
1531 929 213
1905 1489 114
1482 2439 58
1019 1164 421
991 613 438
2220 796 163
29 1239 466
857 502 454
1685 1761 238
