10000 23000
6174 6027 375
4027 5979 380
2151 4341 412
3256 4606 334
2752 191 131
4654 451 292
4435 2163 298
4430 795 233
956 4606 366
6391 2333 392
1032 1226 463
5782 1977 329
714 1095 130
9098 5688 256
2964 8400 181
2220 6630 198
2331 8275 410
4558 5937 468
1999 4654 113
8528 6018 307
1319 890 169
4598 9696 489
4199 8396 372
2662 833 328
6956 8119 408
9532 2134 344
7752 4257 316
7023 4353 343
179 3415 472
9120 5989 384
4448 9273 126
3191 7981 158
8196 2808 324
5407 7872 211
497 1624 362
5983 1138 91
5420 9455 477
5815 6611 151
6071 479 447
619 130 467
8732 2923 67
1819 2485 255
6316 5053 244
4847 454 416
2678 2041 22
5602 3788 241
8473 6345 230
1046 1288 417
9811 9991 261
6645 5745 225
2160 93 419
179 9105 450
2440 8606 26
1688 2054 162
2343 2916 334
6444 2384 133
6506 3465 319
6201 2996 439
103 9095 209
3859 8204 83
4926 7243 23
8647 2553 297
9908 7013 348
6599 1163 259
1765 9025 100
5509 6929 116
4223 8881 482
1980 2466 207
4999 4292 180
672 5060 484
1834 6785 313
1751 8111 272
6031 5442 214
4990 8143 192
1354 2949 177
2924 1685 203
5862 8781 486
7768 9846 252
4595 2357 26
4859 7944 497
2244 6612 171
9544 2346 191
5088 3934 247
2760 4377 77
6003 5441 125
502 4055 331
2178 1182 78
3067 322 3
9190 8307 470
8976 2945 462
1322 173 373
4904 2357 132
10 4573 390
6089 6223 277
3337 5807 488
6464 2306 419
5322 5631 82
2500 9832 130
9383 3593 496
4775 8743 71
3705 6019 284
4097 4684 4
419 7424 332
4967 652 486
2442 4571 192
2888 7397 214
7466 9992 63
5958 5183 88
5924 2762 325
3491 9214 78
1418 9051 261
8052 2460 457
6644 8273 4
1937 8116 83
248 2361 13
5368 6353 435
7378 9243 104
1000 2092 130
8687 8352 234
1515 2272 20
184 2315 118
8971 2149 376
5291 7660 381
2517 9845 130
9551 8692 320
8045 4543 375
6423 5169 355
935 7066 16
619 1945 155
4501 4651 114
8852 8950 476
9034 8856 21
6218 7943 185
6675 4916 494
7562 8068 296
6630 6017 323
7032 16 55
3521 3565 7
1090 5904 12
4421 267 490
2678 3577 428
845 7788 34
2228 69 90
4233 3054 225
2268 710 162
7990 2359 333
6686 7270 409
2699 1057 260
555 6005 458
7783 5869 252
2822 5075 59
9990 9905 330
6279 3529 486
1088 3240 130
1010 3594 349
3587 7971 9
6292 9337 181
5755 7297 208
9588 2865 417
1847 684 297
9952 120 474
4494 9155 71
7851 7249 38
9482 3197 494
4145 7046 472
2556 5732 296
4967 5413 460
4010 356 170
3248 8151 430
3153 5824 243
1020 3347 180
9920 4993 317
7333 8338 374
9773 7544 37
7355 74 367
1761 293 405
7220 9725 251
129 5770 284
1340 9662 206
6744 481 383
9223 2007 492
1161 8402 228
7040 1328 41
5905 8317 27
9277 2822 266
1257 5777 119
2597 5729 473
8906 2775 226
5443 5459 425
635 3116 259
4762 457 374
5782 1822 150
1697 2371 127
2648 5272 222
2262 3730 73
914 895 147
6023 7832 244
1605 419 158
5843 4411 9
1899 4943 322
9545 1576 413
7376 1350 311
9472 6859 1
1359 617 72
6329 604 291
2091 1001 103
7558 1986 334
9908 9866 205
1843 6715 415
7337 7046 301
3498 7943 490
3399 890 358
6766 1672 208
2247 3251 183
2532 2574 60
3127 4957 110
4288 3898 423
893 3481 224
6526 5384 260
3792 9034 491
1906 5227 125
5973 8409 40
2609 4991 318
236 5963 139
2005 9284 474
8459 4625 39
3084 5506 90
6487 9813 194
4549 2950 330
8326 2811 322
9365 3806 323
8770 3401 449
7692 2332 33
1734 8710 47
2708 79 289
1548 5436 481
265 7616 463
8096 3992 79
637 2518 164
7164 5348 241
3635 8683 228
6854 739 427
3102 7930 351
321 7283 260
727 1409 421
3402 7287 348
1994 2532 459
7502 2392 415
2505 524 156
740 9768 468
7157 6822 228
4704 259 78
4746 488 276
2465 5664 469
5295 77 500
226 2008 468
3110 1504 148
6912 1304 137
901 4327 105
2196 9320 341
2112 2568 336
6328 2818 197
8982 598 174
2311 1707 394
2769 6986 161
3868 634 2
418 7894 334
2284 945 291
3903 1365 27
1650 125 377
361 2172 493
6766 2667 37
6794 2691 308
6944 2169 155
6914 2848 498
6302 7861 457
8348 6841 67
3320 5159 477
6859 7020 476
8558 2774 26
5664 7605 169
7030 7750 164
3968 1717 239
5392 1466 245
7187 5075 423
5448 5145 256
8190 7578 406
6144 2911 213
7786 2513 212
2317 2483 420
1418 9355 178
1327 7518 350
803 7765 28
4929 8129 493
6876 5580 30
2193 3724 373
400 7707 334
1368 5080 177
6337 3226 270
2042 2913 311
7233 292 470
6794 1856 278
2001 6941 349
101 2871 257
9905 8635 238
6895 6976 228
2350 7792 414
197 631 74
1027 41 7
874 3131 230
7294 1805 309
7808 1680 326
509 4572 134
7019 1931 72
8793 844 434
2441 1944 46
4916 2036 264
432 5964 213
3701 3149 142
8669 7815 126
6586 1391 2
8939 8875 437
994 4389 217
1072 1249 243
4101 4374 290
9787 9744 482
1201 5030 287
6233 1204 10
5057 9495 126
1156 4169 323
394 242 10
3820 5843 335
1640 9284 205
7744 3881 126
2334 3841 491
8839 2129 9
6560 4780 107
7019 1568 71
6408 8033 361
3695 4033 293
9861 7833 380
6809 2475 296
4971 3679 87
3212 8732 145
935 9226 228
1755 9278 95
5815 7923 32
3570 8644 288
551 866 354
2034 9472 217
205 704 317
2161 9912 100
1677 49 127
371 7048 488
5573 3404 405
3152 1624 294
7949 9138 356
9500 4743 72
1613 4557 304
2534 5484 69
683 181 47
5638 1413 337
9332 2214 81
8986 5743 184
2668 2446 190
7821 8047 96
4102 3681 37
28 8960 201
6430 6686 238
8652 3744 324
6746 717 445
6851 3547 19
106 7952 18
9276 5006 499
7530 1529 330
4713 9749 487
4776 4967 362
7774 920 425
9875 8546 299
3796 8326 70
5330 3046 362
7815 1407 280
349 2410 394
198 3051 165
237 3232 394
1228 6034 320
6220 2250 472
7655 2956 341
2452 6322 84
4542 5213 234
2038 2490 66
2881 250 490
5608 430 412
1016 5556 135
551 7054 485
6205 1821 238
8324 329 43
519 2907 233
1555 8291 101
3773 9772 258
6965 8280 459
4154 1001 74
604 395 320
7018 3390 216
9481 7351 70
6602 1390 226
9652 1429 21
5935 7360 190
9782 2490 453
940 2146 204
8164 8481 41
966 3719 18
1262 967 350
4437 6975 441
7213 6995 303
5570 8967 298
2752 1284 115
6077 9024 130
1885 4182 492
1964 3828 475
4643 1101 449
5560 2092 4
2374 947 21
5506 5384 85
3166 2041 6
7281 9501 312
1035 82 336
8045 326 97
778 1006 232
3976 8629 377
7677 529 192
5554 3326 134
4459 3554 298
4141 4995 161
3108 9026 448
9916 977 105
7100 7733 339
8989 7297 198
6448 1546 306
2488 2087 271
3178 3627 420
9837 6241 481
226 2600 148
1297 9054 11
8979 7310 461
4278 3001 108
3686 1443 166
4749 3445 44
3024 1843 107
7120 8908 98
8339 7096 318
7368 8792 312
1247 636 316
5074 6858 287
8485 5842 277
7856 2046 74
2773 1343 348
7144 3081 448
2889 4026 27
1601 705 190
7428 693 111
966 5925 467
4186 1505 14
8370 6269 303
217 2102 92
8557 7078 107
1740 5980 301
1328 764 196
1769 8946 213
4044 16 466
71 10000 291
9193 6801 422
8268 4739 115
9609 2352 331
725 5951 14
5532 4531 221
3273 130 459
3280 6853 255
5854 3762 1
1728 5691 157
5395 6456 153
972 2732 119
4771 9064 345
9682 6673 224
5923 1303 132
3011 8768 51
505 1341 406
2131 2051 85
1623 7495 426
2647 289 72
6104 9022 494
6802 9446 163
8763 7589 390
4443 3283 311
7076 3357 162
6134 4834 267
1623 6345 376
4530 2761 377
1867 9728 469
2638 408 26
1993 1128 468
1247 9075 415
1408 7008 477
1789 2262 207
4435 554 198
889 2086 4
4982 990 152
1088 4622 76
6935 2236 265
3101 6442 487
1311 5752 286
5874 7267 35
289 1193 41
1880 7241 1
2727 4494 51
323 2261 375
3717 5925 465
6709 5925 131
76 2638 371
5908 2335 119
5755 794 37
1317 346 392
3025 1543 289
7479 9006 494
3271 6343 397
9229 806 246
8307 2012 466
277 3139 280
6605 1542 190
4053 7254 426
8442 1686 314
5296 4604 120
436 2557 233
3022 82 65
4547 8272 292
3530 1583 331
8841 1399 66
3635 1210 468
5132 2046 349
7141 2536 296
1382 8420 113
7267 7458 175
9153 1934 393
9612 4852 445
8676 7727 63
8510 8875 73
8870 6274 186
9075 9087 221
7679 6542 272
5375 1443 392
4806 8716 334
9819 7722 82
6216 8832 408
4474 8335 135
3883 9307 435
6457 7808 377
3600 6354 310
7558 839 244
8573 4421 144
376 426 428
9170 5779 311
1836 5459 188
4303 5142 246
9115 4016 293
6689 6265 23
3665 4724 195
616 7753 395
1352 227 404
9188 7667 314
528 7957 140
1199 3621 171
1234 7448 357
7727 4385 166
3948 7203 89
4443 8922 428
3510 247 62
9298 3329 248
1621 5465 343
6681 6396 84
7481 7716 206
6711 1644 127
8393 48 101
1037 4047 113
2639 9853 60
135 4800 39
1694 103 210
8494 835 342
3231 8548 338
9325 703 199
6301 1807 340
76 5794 381
758 1054 477
1104 2744 482
6385 3673 11
7413 793 251
3978 8045 420
7274 1733 207
2112 2467 221
9480 5971 304
1408 7082 216
2029 2582 310
8041 1951 420
9028 976 307
6259 4008 88
3629 1487 258
1565 6517 285
1117 2887 335
2740 6981 336
1359 7461 41
266 8598 224
8887 3757 150
2798 4950 200
5193 9787 478
3055 2155 395
1261 7897 23
507 7952 223
8166 9113 85
7472 4562 128
6888 1826 159
5620 6952 418
8751 9738 175
9403 6519 362
1753 4968 236
62 7501 458
4255 7226 156
4460 849 9
3362 2594 326
7367 1173 157
1540 4707 317
7393 4202 203
1765 1834 85
1889 8924 467
7159 3669 12
5423 4014 12
1377 7878 27
5295 5193 432
8636 2868 479
8004 7911 420
4922 3976 424
9934 2627 451
9165 8838 57
3551 8343 334
6247 3416 428
5526 691 133
1283 5454 11
2685 9207 315
3953 33 112
4289 7883 224
2262 5587 218
4262 2144 20
2570 4634 76
2027 9911 10
8007 9557 262
8632 7575 417
299 230 71
4763 6770 273
5883 9377 59
4851 45 231
1922 6046 499
753 3227 180
5594 7970 363
6020 7654 247
6955 1677 327
8993 7512 246
6200 8699 424
1446 3641 303
5950 2445 298
8511 3180 270
8402 179 301
406 970 245
2425 528 139
8044 9381 175
3133 1281 166
6854 292 406
9934 4802 290
1904 9160 77
7531 7000 7
9220 282 353
63 1006 425
1640 4223 492
9534 6532 98
1868 1951 293
1928 1342 471
4386 8563 207
6626 9318 391
9596 4419 203
221 8519 475
264 7862 104
8085 9949 500
679 5552 147
7285 2708 477
8490 1812 163
9865 7525 236
7517 3141 161
3942 1970 20
7502 8747 372
8045 9909 58
1000 482 67
9827 6316 8
8748 9559 401
7032 3988 242
9370 5701 134
5443 4440 259
7574 9234 375
4807 9644 180
8741 6708 29
7954 9090 249
2741 2507 116
760 2370 408
988 7739 345
157 6456 313
5242 4582 314
2695 8388 213
3561 8743 329
6777 5542 216
515 2964 418
2120 9989 465
158 9731 60
9877 2724 57
4925 5811 4
7621 3237 253
656 5810 282
2417 6556 102
1050 5624 449
5434 6405 382
9393 8238 59
1758 8496 229
498 1355 201
9774 634 323
8350 1856 7
631 3964 316
4335 84 146
3749 1199 92
5561 9152 89
9951 7896 148
1972 260 484
627 4272 107
8071 9439 197
2701 3057 52
9870 9813 51
1842 9684 161
9148 4370 417
1732 8472 284
9646 4342 311
5959 5852 51
3526 3472 458
7783 2588 492
2021 97 303
5425 2714 165
3783 9391 316
92 3252 239
1746 655 320
7220 8403 291
9944 1612 298
831 7167 261
1625 1359 295
1268 7816 287
6459 2025 315
6363 7952 369
4004 2913 384
4436 9697 251
8671 5739 38
995 5460 386
158 201 236
129 3356 188
8010 9876 32
3319 3991 58
3790 1 34
9610 9301 114
1842 2685 280
3269 9078 451
609 2622 166
2306 1703 293
461 7 418
6444 1126 234
4044 2200 167
2280 7410 223
3466 6675 111
3384 1733 410
7072 8340 433
1526 509 251
2303 9088 323
1386 8656 335
5599 1284 1
1113 7326 14
5685 6101 73
3815 4181 303
4431 9872 476
5919 6840 252
4657 9551 56
5108 3481 280
8684 6005 442
2119 9716 34
9124 764 414
7936 8174 82
2131 2286 120
100 483 446
3046 9624 478
913 2269 94
5756 3154 156
8435 7124 298
4575 6839 88
8674 9594 399
1608 8334 192
3263 5825 109
4518 4915 292
2877 4937 376
5036 164 201
578 7039 270
8766 1240 432
2565 6764 391
3788 1299 401
6062 8262 27
2077 4941 458
135 2239 241
4300 4360 95
9500 142 482
4239 309 317
8737 5605 318
3012 8948 413
1364 5963 389
7227 4599 202
3346 5748 350
4306 9295 422
6109 7098 96
6085 9610 330
7940 7839 40
1652 109 462
8247 637 326
2596 4420 199
6726 7027 15
5238 6655 279
6358 3923 451
1701 804 39
1870 7109 387
7769 5117 274
9249 2396 261
3744 9165 203
9310 2410 309
6630 3553 297
1275 8044 465
1257 7941 133
3158 9831 54
2386 3975 210
9793 6574 109
7834 7343 387
3482 9290 44
305 5395 177
4085 6315 450
5647 7621 420
741 6744 165
6400 3299 313
6394 2315 86
3010 7993 464
2285 3561 392
3582 1990 9
6736 971 484
9609 5613 354
1879 3025 401
6683 2668 409
1505 5888 331
4189 6256 490
7214 9009 130
4244 3520 430
300 4140 61
637 5212 456
5728 5262 107
9486 9762 111
8849 862 409
626 8797 340
3721 6960 290
242 1001 136
6301 9215 201
4756 9908 137
771 3150 255
8568 1064 349
3064 5147 424
9901 8188 267
4429 472 344
5174 2143 495
845 797 336
1932 9308 409
1050 8502 440
9115 7333 30
7689 3198 311
6446 8221 44
5597 6015 301
3864 9380 486
4759 2559 247
4505 7229 194
2867 5132 5
671 3125 22
6394 1877 46
8185 4165 137
225 2638 437
7727 4540 274
4220 6005 8
5246 9207 106
9823 7758 292
6478 5990 280
4070 5313 328
6021 5820 449
2708 9524 354
3624 3378 302
9088 370 73
9526 8156 474
1555 74 354
6295 6958 254
6874 1094 177
8671 2574 315
1206 2274 469
6180 1203 58
1723 2332 286
1568 1762 451
6969 149 208
7773 6850 397
4282 5022 343
9270 6348 165
6649 7583 326
9912 1759 166
747 271 57
9260 2499 2
94 8391 230
3624 1566 112
5627 1653 332
7775 7610 251
8838 9859 254
4205 9357 466
814 3240 368
1377 894 327
5348 8364 373
1185 7217 108
6504 12 35
3617 9281 268
872 1950 265
5776 8709 406
6266 2348 136
5048 6054 116
4975 8483 216
6087 7440 76
1808 8936 152
7367 9869 1
3438 3792 28
9697 2486 10
4632 7920 305
2240 8192 160
5274 5488 268
1711 113 236
3092 7138 239
4355 3869 111
2971 256 406
5590 8272 229
8466 145 14
4347 118 302
8834 2635 426
1037 5008 440
3195 8438 126
6216 328 432
4759 760 285
679 5385 335
8747 1660 412
8557 9657 166
4039 9217 54
2607 6555 140
2864 6631 395
7165 1428 323
1437 837 299
6498 7258 429
8741 7012 69
2786 2088 137
3808 4624 172
3953 7991 183
9104 7831 177
4814 8175 91
3213 1641 284
6743 913 326
1754 2818 128
854 5228 483
9893 2221 461
4055 5083 315
3391 8002 136
4636 6553 386
6249 2475 493
474 8607 454
422 2638 450
3917 3903 490
6597 4992 408
7736 4626 213
9282 98 147
5131 7558 72
4922 2947 352
486 585 5
954 1497 37
1067 1070 311
5408 5284 275
768 1276 100
7749 8713 46
8785 3246 168
91 9233 157
1302 2601 415
8921 20 17
5115 9869 58
6907 4810 58
2459 1020 429
9588 8813 392
2668 7102 68
4010 1654 353
4044 3020 11
4011 4376 153
3530 1857 312
4226 9813 93
8959 5576 81
2340 9013 443
3114 8903 91
636 9127 499
477 227 186
623 3070 53
9643 4485 138
5279 3725 33
8496 6830 392
8121 1904 458
6209 508 88
7656 4943 133
7136 4533 431
9107 614 407
4099 295 322
582 1598 177
1180 2811 195
8111 4444 440
7894 5526 110
3913 1099 158
341 4393 275
2412 5283 52
6396 8122 3
8139 3720 483
2431 1396 307
9203 8625 480
5416 2225 243
1775 574 8
1898 350 240
3827 7131 470
2836 2180 411
3288 8863 442
8829 6176 467
6681 677 423
3925 1391 276
7212 7085 153
4453 2214 100
7347 6714 10
8572 3152 227
9018 7162 124
7421 9418 81
135 8231 398
9505 1890 382
8217 18 424
1551 6276 170
846 9597 42
7596 7611 167
162 1558 475
8683 5058 350
6022 4951 379
2276 6724 480
2448 683 474
2869 68 253
9096 505 174
2972 7929 4
4679 3331 486
2947 9850 336
1782 346 207
3147 3393 454
9378 9898 336
6311 529 450
9593 4948 333
554 9887 220
9872 2803 56
2635 91 389
1049 6441 111
5732 1529 54
8449 4133 70
5899 3118 241
2076 5400 134
8041 6312 375
796 6464 241
6872 7119 171
9796 6401 84
2372 3153 419
4324 5125 139
9290 3712 109
852 7285 158
5182 8419 222
6365 3093 282
837 8839 436
5907 466 133
5315 2337 172
2168 3144 398
3855 368 122
7588 6110 42
7636 8257 270
2550 6754 147
9649 7877 477
740 2 343
6012 6421 256
8316 7569 81
2397 1723 481
1205 2713 420
2151 9321 15
82 7899 217
7599 7456 442
7961 8857 354
5567 30 61
2050 8342 450
184 5876 180
7794 1986 201
6298 5494 76
1375 5623 448
7463 1589 199
5001 8373 248
529 7248 455
5091 9199 84
553 8047 237
1468 9078 166
2467 7701 271
1949 803 17
1762 6371 274
2845 8629 359
4921 6596 65
3705 5627 73
7372 2118 58
8009 4618 14
4091 7658 379
17 1630 15
3664 60 377
149 2720 277
9764 8629 33
853 748 304
8211 9877 432
7295 804 375
3377 7178 321
7798 477 447
9203 873 438
6755 654 277
6064 1877 190
4344 5928 418
2850 8432 162
8987 7582 147
3574 1809 264
2057 6998 46
6371 6948 452
461 7979 398
9761 5863 199
2092 7625 146
179 1034 337
7615 8632 175
4273 6635 202
218 1047 336
3834 5101 167
8733 7257 221
145 9701 331
155 1724 31
7667 7149 300
6445 1269 408
9098 8109 321
6960 3967 409
2680 1752 466
3666 9340 136
2986 3306 425
5108 3043 255
913 2551 75
767 8923 468
8129 5275 460
5748 8001 1
3950 7100 174
7422 9198 352
7148 790 355
6892 5092 413
6851 2041 423
8881 7094 371
6550 4257 481
5763 246 70
6260 8708 166
1544 1995 318
8684 9423 453
8296 2234 102
3186 4969 62
7412 628 417
9104 7677 116
7790 1322 131
454 3871 136
6121 3268 427
97 3356 130
469 4242 425
859 6143 421
3259 5095 133
2025 8401 222
8267 2604 81
7104 6929 284
5602 4270 398
7095 778 96
1667 45 237
5071 5081 444
4958 6728 198
9518 547 237
7203 2464 408
4904 2594 358
2306 6498 327
7118 3690 266
5412 3250 263
1474 1273 102
6668 3681 399
3889 6959 209
420 3391 328
3587 2076 295
5970 3533 407
4281 9855 243
1903 9611 79
9229 8228 163
483 3536 88
7449 9473 447
1823 6419 495
8812 8447 380
9916 6527 69
6721 3538 450
7137 2437 26
478 322 324
4776 8921 133
2527 2446 388
4906 4749 91
6674 9263 161
7085 7630 81
9106 4576 466
808 1027 203
2661 579 204
5780 3202 456
2640 2283 25
5981 4226 395
617 2435 449
1640 7506 297
7099 4536 153
9784 4265 417
7254 4006 135
1346 4294 485
704 1922 270
1734 1751 97
5830 9189 469
3812 4185 75
833 7823 420
6969 7251 93
2604 6962 189
2420 1317 80
6243 257 77
2791 9499 327
1589 7062 352
139 8770 174
331 9422 267
5733 7550 422
227 1456 246
6062 1057 207
6708 4813 226
1156 9372 468
9381 6586 102
2667 1412 250
6100 9729 15
1436 12 231
5835 3772 322
4039 5585 99
1809 7657 174
6440 6478 462
3433 2470 356
2471 743 100
1054 8792 6
2354 6754 174
5529 8665 96
6813 6911 278
5786 7970 463
9791 1785 120
1495 6343 340
8565 1879 272
3755 2728 55
5549 7403 280
2247 636 288
3088 1723 176
1639 7845 24
4476 3785 495
5258 2108 416
4704 6374 192
1300 1689 81
7066 4501 394
145 1855 291
6452 6376 121
1585 9653 87
9074 2110 475
1473 1961 334
949 2248 49
3525 2775 443
7687 1937 212
3081 1629 128
3121 2140 143
7782 8967 374
1789 5244 345
3952 1636 471
8039 3207 150
3005 2355 104
6856 7477 490
578 4218 314
2308 4995 158
5448 4583 155
4152 7243 449
4572 5066 473
5006 9183 66
224 2705 282
1093 8763 93
4502 2026 207
1086 9067 126
1773 6243 182
8439 870 336
81 137 455
8338 3121 41
70 2521 185
3336 5729 305
8754 2679 358
1250 5239 297
1694 6238 197
6796 366 345
5758 4309 294
3954 9715 398
4124 8985 46
7857 3721 499
8599 7198 286
9609 4925 31
7770 5325 487
7476 9382 17
9334 9638 365
5633 8236 212
5344 928 215
9491 7945 137
6857 2945 260
4736 1338 93
6914 3594 428
5993 7478 69
1151 5510 416
4101 4377 267
4087 2930 488
6743 3706 407
5890 9988 27
3750 4843 336
5692 3509 117
5087 6874 189
4580 165 498
6425 2973 222
8217 5608 125
1974 9051 103
8141 7330 447
7265 1796 356
2483 1728 151
234 2674 117
7765 7782 373
8826 9723 297
1778 9599 73
7169 4269 454
2925 9607 293
1592 1483 369
8195 2033 287
7796 6113 453
6691 2034 58
3196 2108 290
3296 3415 166
619 8886 44
7926 3206 500
5272 1452 86
9391 4723 465
7034 4673 467
38 290 396
6404 2078 298
3721 6244 85
9804 9361 451
2033 5618 391
9921 8181 143
9965 1123 39
2606 9052 434
8298 2599 324
6702 1760 82
1845 5070 474
6270 2570 392
6106 822 160
40 8457 346
6918 100 25
4148 7634 263
9580 3460 441
9526 8361 21
2126 130 330
545 6164 403
2307 5760 209
357 3150 259
7465 3981 148
359 7192 366
7999 6848 323
1024 209 235
2149 7456 43
7528 7477 222
4753 8368 398
6596 7409 230
8536 7272 358
4003 9381 403
8299 3415 162
7587 9844 54
5870 8061 8
43 9303 303
5964 1628 312
1638 2623 310
2071 7379 295
2490 7492 116
9035 3080 198
7560 7188 443
8193 7602 329
278 5303 165
9553 5949 158
6623 6956 475
6114 4289 463
1073 9447 27
4316 9351 50
3437 1894 195
7481 7593 151
1527 1207 450
2098 3104 461
2536 2287 394
437 5640 160
3315 5505 434
5187 9034 380
7302 865 177
2790 7732 221
9970 7342 72
2946 648 419
7356 9537 117
1988 8435 143
5243 3913 338
5093 4125 105
8440 7109 316
4573 1464 219
5854 3557 433
892 1273 133
7981 9347 67
8707 8463 408
9548 2348 49
1150 5872 27
1439 2672 239
1797 332 344
3911 1017 229
5563 8813 208
31 8983 414
8701 5744 285
4091 2377 122
6109 2086 237
4759 5688 183
4682 2204 122
4428 414 157
5056 705 41
4121 2276 198
5647 4907 14
2593 4004 379
6741 471 396
9797 4278 322
1708 2122 64
3552 4088 113
1057 2806 395
473 9188 463
1068 523 424
6875 22 271
9532 3052 138
4877 7943 140
2239 6570 469
859 6898 161
1895 50 495
6767 3944 264
1320 8446 8
6364 6601 92
7261 7703 240
4203 7964 451
8330 1892 129
9545 1625 281
5854 6063 171
7551 2785 228
4223 2104 219
2360 9055 299
4584 1835 486
8349 5289 465
8938 1220 125
2184 6784 370
1351 4329 43
9217 7526 291
1918 6493 42
2969 1242 389
9406 2734 256
6933 5287 155
5454 7243 264
4651 2540 485
6743 5378 185
2066 1507 216
1847 5432 285
5563 5683 402
4520 524 84
5162 3828 358
6875 5005 267
5611 2247 157
4230 3375 174
4547 6870 486
2271 985 398
1602 4374 30
8239 2229 213
1301 5759 103
7992 2418 386
3715 9327 135
6787 426 442
2439 7633 177
4210 593 133
2817 2178 242
1459 9084 496
1414 879 29
2753 2328 62
1890 1462 357
3021 9665 388
2359 701 185
683 8534 288
9762 3067 119
3719 6024 327
3951 1676 8
3413 6750 234
8267 1201 180
2298 7747 18
5296 9892 484
1310 1251 379
1283 8313 435
2289 1029 252
5445 9186 417
1018 8824 375
2054 44 19
2258 600 241
3841 8532 209
5904 4855 290
5 4313 157
8748 7265 233
8836 627 31
9350 783 273
5423 2 229
4898 9640 83
9455 3825 217
2171 787 304
1246 7273 408
5640 2322 452
9050 7284 478
9766 256 95
8644 5879 236
7820 9104 103
4051 1026 319
6429 5982 96
3302 9230 264
8470 8541 390
9514 7565 220
569 4731 408
9096 560 311
2963 4307 453
6521 6000 498
8424 4579 336
2859 7088 347
2255 1518 434
7000 2011 7
3875 9891 350
1828 1640 159
514 8229 137
1441 1436 105
5778 2256 36
5791 3434 268
4476 325 377
9729 1775 115
6573 4595 309
5059 3211 119
5828 287 418
2096 9912 464
2532 8455 146
1206 5469 24
5357 1428 449
402 9503 158
3681 5701 407
3396 2380 249
7066 3888 6
4606 3211 366
1789 1678 58
8299 1244 223
3477 9876 208
1870 18 213
7505 5082 319
5994 321 109
5851 1064 419
3607 816 27
1374 3745 125
8586 9551 45
3162 336 333
682 3238 430
3647 3271 40
6269 8675 107
8173 5005 133
2876 5269 274
1902 3900 128
326 8818 164
4903 8615 132
4787 4123 314
1124 5732 198
5480 3265 480
5391 6728 409
2593 8238 462
4469 7876 216
6802 725 482
2636 1516 336
6341 1639 491
8268 6398 474
2331 5292 220
7793 1335 17
7535 8530 86
6915 813 102
1706 4524 161
2347 3783 298
1619 7971 449
2101 2132 183
280 1099 426
2712 3499 103
1458 8042 427
7560 8355 123
1146 8847 246
4778 5523 137
8004 1211 231
