5000 12000
4245 1824 498
2737 1610 64
4468 58 163
1123 562 56
4109 1590 28
2142 1774 341
4093 2717 384
537 3992 460
2333 1025 53
1704 4933 73
2894 2789 12
904 1226 134
3346 4536 274
2681 2177 356
3627 454 350
4533 4515 490
1354 2429 75
2671 2526 116
932 3862 8
4967 189 272
1780 4847 73
1265 632 442
29 4806 220
4597 120 288
4512 2721 208
4770 4310 133
1492 1672 482
1484 892 448
4249 4547 209
1797 646 110
1242 4617 283
1996 3074 407
1247 896 338
1186 1698 425
533 1025 430
60 3175 287
1169 4936 287
128 2995 458
4612 1537 405
3931 873 192
2314 247 368
1732 3621 403
4668 4628 119
481 1055 157
2786 3845 394
2209 3771 44
666 473 108
933 2347 243
1504 4904 271
4521 1507 350
2633 2688 125
3232 4923 400
1670 4935 480
3211 4515 316
1118 932 308
1666 3703 231
3917 3944 94
126 4662 99
2241 2505 434
4204 909 205
2298 2606 49
2797 4001 218
3070 662 467
4142 4523 117
3016 587 436
1443 586 178
580 2957 334
634 1803 331
135 3324 157
4041 1555 307
3069 2952 414
945 2533 134
4412 2262 406
1582 2475 55
3623 3446 13
1773 2385 449
3874 2123 265
823 4261 13
2177 2399 419
247 1099 424
3881 1298 264
3615 4420 101
153 4796 370
4714 1300 15
4854 422 300
2705 710 222
2148 3699 316
3152 1117 14
1483 4885 335
2196 407 224
4031 2098 40
1555 742 338
2575 717 292
4446 2465 492
2621 2842 156
671 624 275
624 650 75
964 3250 472
4082 4246 131
118 2599 78
3382 4291 464
2913 4398 292
3791 3556 67
3188 4259 461
2603 1414 444
3430 2934 214
2317 2211 277
2069 1320 77
4714 169 26
4250 4881 144
95 4998 93
2236 532 96
2709 4587 399
1961 1512 128
3178 4088 196
4062 3880 208
363 4411 225
3442 4311 55
4472 3090 171
4310 634 58
2417 4496 384
4092 4643 491
3253 4777 197
2354 1289 3
687 1096 329
216 3502 419
3008 3627 48
1374 3274 303
2606 589 427
1846 2978 215
4246 3148 272
536 4066 323
2672 4276 36
4033 3700 300
3458 3419 100
2332 76 141
3327 3496 413
4628 287 359
2049 3307 425
3409 3012 249
3954 4384 285
401 1021 497
3708 1679 408
4492 3605 275
836 2501 370
3976 4113 96
670 1566 18
675 2879 210
1079 3375 217
1837 3504 160
97 3192 347
997 2564 344
3320 407 116
4638 4312 217
3339 360 32
1865 3029 460
3324 1560 253
4068 968 167
2998 2898 77
1644 336 418
2195 283 248
823 833 486
248 2871 334
895 2596 234
4235 2016 472
1247 261 400
1103 1183 488
2880 511 166
2184 3516 62
4936 2599 339
80 3982 127
4816 3806 117
3017 3999 387
4822 3306 151
193 3259 261
206 854 341
3574 910 299
1482 1325 428
325 3717 378
2098 3098 163
3192 1081 478
868 4471 133
2847 3271 162
1364 4885 142
3792 2773 455
4530 3599 245
3690 1917 299
2335 4331 449
2180 525 158
1520 1182 157
408 4640 28
240 1178 57
1247 2668 183
4272 4497 394
2768 3183 125
3348 4165 386
920 1847 340
1660 2344 143
877 3967 92
4937 2596 16
3933 3465 26
986 4012 334
2948 1436 252
3995 4629 169
4408 3847 179
240 984 367
1845 192 324
3170 479 126
394 3206 122
944 3334 185
3573 3052 82
1162 2224 310
671 4665 443
4534 325 481
4971 2230 445
4701 381 446
2057 4888 249
4104 1072 324
209 4082 480
1924 4217 46
32 1470 414
1349 1858 257
4244 779 497
451 3905 19
4618 1593 495
1514 1656 146
1759 2108 113
2566 2638 265
1119 3168 444
633 2375 65
2588 227 280
1438 1563 267
799 4016 97
1818 3678 123
3692 4966 363
2865 3762 105
1175 3824 281
3711 231 353
2776 3112 349
4474 489 290
3233 4230 393
3467 866 491
584 877 259
1612 2530 107
795 4097 53
91 569 464
532 3613 372
357 570 74
1035 337 163
1104 306 265
4768 4742 184
4081 761 3
2968 3475 357
588 402 282
4796 2885 123
1701 2588 287
787 4586 68
435 542 51
2604 1462 461
1902 1999 226
999 3747 93
2316 240 384
2860 3594 232
3152 2453 215
4166 2824 115
3881 2367 51
784 1050 418
4795 140 230
1910 2193 245
2779 222 32
3291 1754 96
1339 4323 213
2651 2501 290
2562 193 69
261 1751 73
1408 4711 114
4158 1639 483
819 4405 255
1482 1139 127
518 174 336
1109 3079 16
683 423 445
1280 577 251
2630 459 444
2620 686 289
2827 1687 265
3543 4397 324
1245 1107 407
700 1694 371
2405 1005 480
3263 1318 227
3923 1350 69
2810 1418 62
4655 4451 262
1206 110 404
1447 2969 180
114 3994 77
3261 3085 293
273 3265 103
2905 2283 254
1821 1746 164
4316 3222 80
3277 3261 172
3288 2462 103
1672 1292 145
4148 3669 208
3013 4026 44
2725 3511 67
1894 3459 377
3790 2959 314
429 402 242
200 3721 331
1288 2362 480
2095 2157 108
4087 3755 413
1146 4390 438
3931 3381 324
2148 1440 221
1550 3930 94
867 3774 214
1691 1646 295
663 132 406
1593 2 429
3182 2149 198
4342 1842 167
3312 986 115
2257 4918 135
4986 2856 275
1115 3078 98
3456 3226 126
3102 3444 463
1226 3831 298
2819 4180 97
146 1728 50
2206 2723 462
439 1352 389
248 323 104
1019 1420 63
751 1542 388
1956 2098 74
1220 254 187
1564 4824 476
1262 4401 256
18 3401 415
277 580 348
3078 717 61
4576 3004 97
190 3754 423
4623 3600 238
4190 1159 115
2232 1974 10
4025 1406 31
3561 2386 280
320 3858 401
257 172 16
2910 971 461
1700 4054 193
1049 516 40
766 3874 471
3569 3360 134
4872 379 146
2600 4652 157
559 4441 42
774 4081 391
3969 3487 109
3653 162 50
2975 4331 430
3512 1179 325
3026 2993 205
3374 4656 87
4123 4699 284
4708 993 419
2128 3320 30
1030 2216 98
1828 777 326
1189 3448 236
4241 4875 31
4934 159 213
96 308 429
4001 2639 212
4030 56 345
80 962 90
2429 4192 156
932 4091 244
3038 1073 459
3898 896 332
655 4970 96
556 4512 43
1532 2147 391
577 2872 117
3836 4171 106
4293 1699 150
483 4882 78
703 3076 327
1597 4602 44
4550 1376 431
3808 4258 498
2014 4876 99
3062 1917 352
524 3631 388
3279 2455 103
1588 127 99
2513 2153 305
270 3067 259
690 2320 61
4562 4815 215
4024 2344 116
2225 4597 465
743 1607 293
1913 619 35
1737 907 155
3268 4718 62
961 3220 199
4740 130 43
3030 3656 196
2943 2347 224
1010 1315 10
4092 1038 203
2924 798 240
2784 4589 70
1566 284 285
1168 2047 337
1459 943 209
390 3825 240
1738 4786 333
1251 2521 176
4439 3829 65
1466 252 228
253 1150 70
2891 1384 398
2302 2257 244
627 1898 115
2279 3308 75
2911 2362 252
1274 3584 219
449 4081 156
2986 1983 172
25 4228 348
2632 3255 102
2237 785 32
2038 817 55
133 9 368
2626 1601 24
663 2086 99
3608 2470 355
1881 943 318
3345 4774 106
4240 4272 135
3060 3705 40
3238 1852 47
399 615 146
3241 905 311
4537 3759 367
3117 4497 213
979 3967 63
4619 2192 110
4358 4739 7
766 2557 75
3813 3052 164
185 2062 496
3467 2186 365
2741 4892 434
3948 3999 273
268 142 64
2690 1601 248
1462 2504 261
2797 4696 454
198 4377 83
1711 4332 492
147 1225 197
3094 1142 72
937 2987 389
2309 2296 284
3124 4016 115
1323 2446 176
3073 887 361
170 3939 70
2935 4305 206
2273 2666 137
1303 625 165
3933 283 466
544 4218 32
1224 636 240
4256 4981 443
4798 2396 170
2746 3070 204
4861 4891 462
341 2994 494
3222 4143 281
4783 3294 460
416 4222 98
3052 1045 93
4689 455 121
4045 2537 108
3074 2663 312
4264 1795 285
1336 366 138
4841 1707 211
443 4986 402
1453 2189 153
2338 296 384
2609 1268 213
4898 4974 357
870 379 278
2669 1749 408
4589 2177 13
3429 4522 410
1603 2922 23
4929 4901 139
894 3048 216
3827 2092 122
3981 4207 259
837 4536 134
2626 2863 158
1744 871 343
2372 3991 12
1710 4925 425
4630 3613 451
688 2772 44
2052 3927 379
676 540 222
4637 389 137
1447 4779 15
4395 3793 14
702 4645 156
305 3383 268
2639 4481 117
4726 3487 117
2504 4082 345
1448 2201 482
3538 4436 114
901 1405 384
883 866 217
1113 4518 260
955 3893 370
2412 3641 200
3390 1864 136
104 2340 398
4975 4934 260
3268 109 168
2171 3228 58
2542 235 107
2145 1916 169
4954 1552 187
140 4169 435
1276 1988 451
2574 4047 239
582 233 476
2943 1831 333
2137 64 77
3396 4608 226
3775 1421 276
454 1762 250
146 1114 203
2842 3723 259
2757 4786 198
2139 3507 218
3283 3422 13
724 2021 220
4903 3892 228
2412 3677 126
3163 1227 89
1220 4591 304
1142 2191 170
3906 4331 325
3693 4758 223
1529 4452 67
3770 4958 179
2208 4544 331
2116 2361 437
4570 4040 148
2605 1723 290
569 4088 363
151 4787 16
4250 1715 2
2501 2398 406
2370 1637 454
158 177 114
2530 4988 140
4397 587 465
4481 2508 169
1891 1589 423
3578 969 468
134 3414 223
1526 1554 405
4693 2213 397
2041 1078 102
362 857 155
1872 4161 57
761 3342 391
4991 3028 429
2570 4882 201
4202 2064 88
3203 409 345
289 252 146
3993 3677 345
4583 2347 86
1100 3774 398
1468 76 180
985 249 299
1018 910 245
1019 1176 398
716 3762 427
2829 2153 252
499 3247 291
4785 3625 134
1750 2399 316
4966 1289 236
518 4773 89
2576 3790 105
2468 3470 381
2474 355 485
3390 876 373
2077 2053 276
1409 901 78
1354 1041 315
3714 2876 384
142 2045 249
221 124 11
1419 3958 104
4389 1025 431
4853 222 363
3762 2652 167
4408 4831 486
2411 1371 460
494 843 161
2351 1705 245
486 1271 351
3329 4937 75
2877 1972 297
4045 1596 21
697 1938 365
1414 3529 214
4612 1032 346
2263 1506 145
1373 913 326
4489 4308 81
764 58 30
4142 2825 425
759 3199 450
1738 4465 130
2011 1963 288
4213 1365 300
453 1123 411
3972 1991 157
829 1712 141
4417 2558 372
491 247 368
2610 671 430
4693 1748 123
2293 2933 348
1584 1159 137
1417 4648 64
4854 1376 445
477 686 100
1625 1389 250
4575 4637 52
2533 240 14
2216 4104 97
3637 4339 35
4410 1653 373
2362 4994 414
2114 4483 214
2376 3418 471
1378 4186 427
4264 2490 213
2955 1242 46
2116 402 192
74 4237 478
3433 4329 291
1041 1490 183
2190 2914 378
2340 4744 449
1581 447 289
3324 3265 123
3189 3434 330
2148 3204 470
1148 2749 238
3555 963 245
664 4639 490
1896 795 212
1722 3536 20
4674 2065 435
3496 1886 22
1302 113 450
2156 2738 28
3158 3795 238
1028 403 489
4085 4655 102
297 4090 283
3428 2016 429
2908 3531 152
2096 416 63
610 4334 196
3118 4387 194
1097 1816 7
4127 3881 495
2589 3886 262
1342 4656 265
3691 4837 438
335 2299 192
4694 1373 454
1647 3760 223
1099 2882 378
1637 1626 340
4047 4467 133
4098 2554 275
4754 1881 436
1614 3003 263
987 4814 466
1590 4619 407
3362 2633 81
482 4394 481
4245 4634 236
4747 3872 25
1244 1218 399
2394 1402 55
1407 2709 257
2719 1585 406
26 1994 151
1798 1201 162
3864 3423 341
4337 4872 94
1446 2918 136
2276 1978 197
3005 4488 33
3454 1595 406
1458 1300 115
4269 2293 115
3540 4636 90
4714 2766 368
3410 1857 256
1665 589 477
1940 285 3
3585 181 257
4927 2589 328
4797 345 185
4578 3631 414
2869 873 339
670 4479 96
4378 1637 492
2088 3945 14
4178 2832 108
136 1381 297
4746 2985 377
455 1113 398
1936 1266 29
363 1587 48
4126 4259 346
2742 4384 456
2424 538 168
3858 2248 12
1035 2193 438
724 3120 232
961 4826 177
4913 1157 254
3077 4923 100
955 1346 69
3036 3267 142
4732 2007 465
1107 1622 333
1245 1932 125
3558 4843 149
32 918 283
4302 2339 17
1356 4858 137
1294 935 41
1713 3029 98
1683 346 216
212 2555 20
1407 1420 365
670 1060 282
760 1026 314
2756 1415 177
2096 1153 376
3139 3468 318
4150 611 392
4878 4591 234
3865 4880 57
606 2242 194
2010 565 296
627 1717 467
1191 4540 471
3365 1527 104
970 3074 492
3003 3069 259
3587 2821 152
2117 2559 218
1477 2897 294
3588 491 129
735 1738 470
3950 2272 16
875 2214 355
1704 4046 394
2635 647 29
2070 2132 25
2958 311 34
2380 3580 5
4870 3616 142
2331 1162 383
4625 4760 319
935 1935 11
752 652 23
3709 4344 410
1623 4849 388
4016 4352 40
3470 934 357
4587 4053 348
1158 2758 407
2755 2227 74
4663 1904 375
941 854 395
1030 32 344
14 2194 281
2526 2121 40
1682 1159 252
1011 730 4
2471 4237 131
1776 825 191
1620 3252 380
4994 3455 346
1592 4434 217
4472 1218 305
513 2471 215
3963 1930 201
3326 2561 489
976 2034 391
3947 2964 167
1731 631 454
2710 3563 6
1226 2687 209
4946 2682 366
109 3696 468
834 3011 438
3447 514 219
185 4940 268
3377 691 414
3451 2884 367
1551 2007 202
2831 961 384
2396 3594 385
1199 4492 39
2193 19 448
2319 216 388
3321 2435 434
4109 1392 404
52 1448 108
2546 3975 498
2496 2962 4
1606 3138 83
519 4062 164
1195 20 464
4461 3139 53
4447 2616 124
54 3859 73
4188 4485 304
460 2317 313
4693 4070 371
277 3044 13
4840 997 497
2491 27 241
2137 2150 453
697 2788 362
1632 4791 25
1016 1485 23
4172 2566 489
3004 44 15
4714 3039 52
740 2895 25
1900 3530 137
240 1076 374
2983 1822 408
1415 4808 178
4728 171 124
823 698 436
4372 470 354
492 918 14
3217 2351 489
4746 865 289
3060 1543 215
920 2857 146
3690 4594 488
4616 1548 329
68 2000 407
3486 165 149
4889 3637 55
1177 3147 276
1504 3393 314
2918 1364 221
1263 1781 296
2042 2581 401
2604 3935 248
4887 2524 57
404 846 142
3203 430 141
1757 3424 323
3226 1669 194
2623 697 453
1671 1004 135
1129 3954 366
2281 4710 356
1229 4739 46
2491 3949 150
4060 2470 197
3694 1232 259
4736 3592 151
890 1971 123
3182 1346 39
3535 3691 233
4826 2807 207
3239 3356 439
393 4167 32
1474 4416 237
2714 1742 13
4299 3323 144
1679 1215 211
4525 2279 441
1142 793 161
1121 3283 463
2892 3547 265
4745 4050 305
898 1678 387
1512 4501 225
4848 1835 290
2415 2745 340
1049 3084 84
3785 71 22
2520 1022 52
1242 3704 83
4194 812 146
3736 3408 37
246 3652 455
1039 4447 83
2093 4656 239
4679 2146 386
2374 3009 320
1642 217 219
21 2394 276
2537 1824 293
4578 3228 405
2914 1791 278
3520 4656 179
1747 1009 264
1777 3656 331
743 854 402
78 494 427
1841 451 27
3148 1506 93
42 2822 169
2991 2075 79
1591 339 226
3849 267 237
4580 2333 99
3336 288 333
4894 1988 275
2323 2640 369
1347 916 493
4167 1990 7
369 2502 401
1722 1528 224
2034 2335 141
3141 4631 55
3920 4370 68
1024 4917 201
4440 483 315
636 582 76
2764 1828 410
4836 1741 331
2363 2796 2
2329 1995 220
804 2568 121
843 4386 282
3477 1861 305
1604 4489 204
2143 4392 11
2811 553 58
543 2372 152
1286 610 97
2713 2252 255
1346 135 373
1348 3509 346
4010 2404 161
570 4491 5
4935 378 298
225 1317 493
1256 2453 421
2133 946 111
3839 1646 136
4035 2858 425
4806 2084 320
470 4227 377
2763 2086 411
3960 450 405
4520 1649 161
1215 953 235
2712 3421 129
4914 1794 162
4562 2288 400
595 489 469
3959 1244 348
2121 4216 441
4739 4425 339
3308 4771 444
2934 2142 144
2312 603 475
708 291 67
3113 409 203
1928 1906 411
1849 2849 351
2018 1857 224
4428 4071 335
2361 1720 316
2532 3345 219
3265 325 206
2235 4396 247
77 4975 76
4174 3627 495
4210 1323 272
2443 1072 187
809 4270 418
606 3925 47
110 3120 415
2253 3087 167
3570 1344 441
2845 2920 370
1867 2444 79
1115 4549 279
469 2725 208
438 723 279
4830 933 468
2139 4106 17
4551 598 474
4107 1174 182
507 3957 284
863 24 330
1566 7 370
2586 3089 183
2418 2510 35
4003 604 445
391 732 80
2567 382 288
362 84 304
4928 2810 473
426 461 20
994 1941 272
3610 2380 230
2576 44 213
1036 587 455
852 567 195
1389 595 338
1546 1388 113
4939 1047 149
4501 605 239
2711 1240 399
704 2632 263
975 4991 434
1441 3834 44
2286 3134 294
86 4269 332
3672 3740 8
604 4142 247
1195 2372 56
949 2760 120
2555 4849 104
1211 4581 336
297 3711 40
256 3177 471
3897 542 247
780 4456 329
412 1290 289
3741 1 153
1761 2086 348
4759 2819 297
3510 4451 236
1967 862 263
2829 1212 67
4678 1735 226
3391 4273 467
1011 4372 11
1867 780 308
3843 424 111
4395 2277 438
2826 3103 199
3845 2633 204
240 4450 385
3497 2286 329
1998 2751 237
1876 4146 267
1660 4263 359
1361 3152 281
3863 787 221
3680 1962 11
12 61 192
1126 2158 351
1231 3937 123
3443 551 160
1015 102 20
1644 4583 458
844 637 291
767 4730 205
3918 440 14
1092 2631 261
1910 4424 286
1270 3688 450
2954 1151 372
1598 4662 449
1497 1644 230
1 1183 372
376 767 72
278 3102 362
3772 1653 257
531 2860 333
1426 167 74
2235 1688 152
9 4522 179
4894 4804 63
119 2610 374
4916 1256 476
3591 1276 436
462 1434 70
109 1192 368
1012 2474 457
3615 798 436
534 1312 104
3805 3781 169
1424 2235 25
4547 4767 182
1592 2991 317
4728 4313 316
2262 3548 223
4653 2068 105
537 907 311
104 1840 377
2417 1068 62
446 2642 350
3141 834 184
3072 3891 89
1634 3197 238
972 2362 94
4359 2702 490
4887 2142 270
2433 1193 278
4977 4638 111
4515 99 255
1043 1515 73
1325 2462 234
4489 1667 486
4135 689 150
4746 72 329
2672 2847 329
1364 2912 58
4832 1517 304
2558 3589 474
3336 1619 498
3085 2022 159
4026 292 314
977 3977 42
4913 2011 467
2576 4784 264
906 1194 79
1022 3005 351
1735 3128 47
210 2622 159
247 1994 41
2449 57 294
602 1458 289
3637 3597 159
3270 1485 369
1265 3230 447
803 1920 464
1586 3482 3
4766 3215 191
557 2332 17
1807 2268 360
3868 2414 348
1908 2272 251
2596 4869 446
2185 469 461
4698 2124 211
1832 1303 493
3041 2418 343
1262 3682 324
3548 2537 37
2607 2261 382
2237 4637 201
2835 4957 447
3681 2668 3
4859 4761 79
526 4383 144
4905 2286 245
1583 3166 383
1424 3455 134
1032 3955 142
4821 1385 313
316 4547 159
616 1565 47
2915 2090 342
121 4425 253
892 339 110
4314 1176 349
2309 577 262
391 4398 86
3267 4259 300
2071 2524 346
4112 104 280
3608 2509 403
2036 1479 486
1397 2891 359
150 2077 388
511 3734 484
2266 1732 376
2464 2247 296
4467 4761 10
668 83 112
1263 4673 426
4782 2498 78
1003 1736 194
886 4630 449
1619 2502 276
3489 3996 474
2533 4335 274
737 1859 178
1255 1496 361
2715 1270 34
3984 1386 91
921 4696 433
1505 44 474
2117 3319 49
1236 2236 404
4773 1985 447
2274 554 375
65 3108 456
1211 1555 470
2400 3584 165
213 2204 223
3033 3316 467
3985 4827 459
1836 4492 217
3962 3504 387
4504 2508 109
4697 2506 476
2176 4753 13
867 2354 195
2495 2544 171
1801 1116 200
4667 1992 293
2446 2942 285
179 3098 86
1480 968 448
4042 3327 443
3548 4549 446
4054 4095 215
390 3770 237
1071 2619 35
3632 3766 335
2714 2639 51
2636 971 224
1307 2749 188
4051 639 131
4437 2765 15
3229 927 296
3310 2546 78
4663 2644 170
4378 2520 118
1604 3237 396
164 206 325
362 3623 202
4701 632 474
2991 4236 30
978 491 258
1477 2033 192
578 4339 15
1388 900 144
4386 2638 92
141 2416 45
4303 2498 334
1131 563 249
828 122 489
3456 1682 254
454 3671 461
1611 3162 347
2957 2048 238
3155 625 141
2671 4041 194
3033 2152 375
2293 4454 263
2571 840 217
4958 2603 481
2837 365 381
2427 3543 154
4194 1117 124
945 1609 482
4718 890 106
1580 284 375
60 3575 291
1710 3388 448
4584 4679 251
2197 536 21
2081 307 366
35 2399 231
1188 3364 402
4852 2473 4
1533 250 389
4573 1409 155
609 60 211
62 1508 402
694 293 266
13 4141 213
1321 2248 459
4437 3273 193
2469 2099 52
2328 2560 478
110 2833 128
4001 105 205
2864 803 220
1911 2403 443
2709 2848 198
1809 3644 295
3119 990 498
3047 1633 412
3435 1441 57
3138 88 274
2444 1751 103
1993 602 428
910 3221 427
383 230 174
3888 3797 345
1580 656 420
3175 1384 295
1649 1926 310
4083 608 271
3442 3361 170
246 2843 254
4994 3797 108
1203 2051 205
3737 2174 128
4134 3162 81
1229 1564 151
176 3689 322
3203 3018 73
82 913 444
2880 3245 424
1086 43 140
3657 1310 475
2079 1475 414
4877 2889 85
3300 3945 400
1324 3940 98
4443 1523 22
821 3933 46
2140 2664 484
3412 1706 189
4669 4751 136
4166 4774 325
284 4371 417
1612 1152 474
1487 1313 318
4847 4881 366
619 2325 217
1877 3541 195
2329 304 480
1850 1735 79
4975 3902 364
1315 4454 435
4615 1136 235
4498 288 212
2677 4900 486
3685 2664 58
668 901 83
2317 1319 146
2202 3564 176
3897 864 352
2904 4670 480
4028 461 144
2722 3769 327
4592 4040 43
4551 4264 413
4000 3034 414
4358 4405 165
1374 4692 7
2107 1672 361
4319 2689 381
1618 646 253
853 4068 214
3709 62 318
3649 4466 415
1231 4603 306
1355 4788 381
4975 1926 76
3356 893 256
3149 3887 371
553 2226 29
1157 376 307
231 3940 49
3173 53 59
4261 663 274
4284 2307 228
4717 2466 136
501 4205 82
2866 3809 324
843 2654 92
168 2059 295
4125 1902 150
1335 1231 399
3585 1160 149
1240 579 497
913 1173 230
3118 2534 262
4254 1129 490
3356 2018 95
206 325 123
2278 1891 390
2349 2928 237
2785 279 76
4194 432 198
2467 3169 380
2417 4126 460
4361 2644 251
2006 3557 474
917 389 47
447 4651 267
318 4618 363
1191 82 279
3391 3399 435
4004 4216 468
2168 2525 39
3061 485 194
4337 395 147
2560 2717 157
3027 1707 184
2107 2246 426
328 4112 100
2755 2013 140
4028 1152 108
2031 4479 294
1740 1096 203
3702 1390 237
2206 3413 148
2619 327 480
586 2849 308
4843 677 92
3408 2402 96
3213 1411 310
700 1818 108
2361 4450 173
490 696 194
4323 2158 291
3718 497 104
1818 2912 1
4256 2795 337
3066 3371 321
4746 4187 318
3055 1913 429
3398 1567 424
112 2152 297
1775 253 143
1070 1960 201
4908 322 434
2760 4878 38
2814 1643 314
3826 2630 146
596 2386 338
46 1479 494
2414 4742 313
3659 4553 380
2787 3744 118
1283 2559 321
16 1482 391
1446 1970 31
2869 172 405
1617 3407 320
3413 311 77
1368 2966 287
3724 3986 486
4482 85 457
2519 1944 427
3182 999 430
4962 2628 444
4886 2296 48
2365 738 92
3168 3300 37
3156 2257 46
4139 2203 370
3740 303 372
727 1199 102
4050 4718 390
2633 3744 20
2154 1947 483
555 1886 172
341 2403 485
4125 1168 19
181 4749 52
2473 4605 92
1849 3040 105
3686 4000 341
3836 4442 415
2204 1762 315
4436 3825 500
974 1198 371
820 4069 498
2251 1801 324
2429 2296 363
1802 2765 269
3615 3451 257
4107 569 299
1280 417 165
2157 2565 493
2831 1021 256
3630 703 235
2521 2227 53
2809 798 493
73 2854 42
3579 4689 16
3295 1140 350
3687 4775 110
777 744 67
4166 1134 329
4756 1205 162
1593 915 125
4344 4145 37
4283 2029 360
2762 455 473
3285 1619 28
3373 715 167
3975 3499 322
2232 1366 399
3587 1546 301
4907 4620 151
39 4881 69
446 3164 24
3402 1477 279
1952 3426 470
3164 3157 143
1646 2616 494
2191 393 124
3271 2298 292
2501 1976 437
2692 889 365
4815 1090 471
3182 1762 412
831 3985 124
511 1500 430
3446 1721 33
2498 4005 244
2626 2392 239
4312 101 16
1144 1294 225
4649 2102 166
3462 4870 354
4018 2325 391
2184 4359 64
993 1248 379
1541 4099 402
1643 1712 82
102 1216 351
1311 2893 217
2114 840 240
3219 4754 353
4894 3259 248
467 3724 287
2433 1598 155
3627 4073 222
2902 3266 275
3731 936 122
3472 1142 252
4000 4198 24
4687 3459 29
2293 3390 186
2918 4891 360
4216 136 416
839 1692 440
4330 3158 349
4690 1870 29
4532 2689 162
4501 1527 317
4735 1157 176
4583 1473 126
4951 1412 413
2445 2992 291
1133 1090 340
941 1694 193
3598 4070 106
254 4413 405
2043 1927 372
779 4560 16
561 3412 23
2642 3733 234
3827 1985 324
3986 4914 451
4536 292 314
2334 2925 175
1491 3939 348
4357 1584 167
1962 2712 67
2546 1927 85
2926 1407 177
4080 3692 151
2299 3728 426
778 1003 172
1730 4230 431
886 1234 385
2820 1743 217
4045 3123 79
3483 393 201
3958 981 459
1208 2728 358
3796 1322 341
872 1712 409
2880 2907 483
4668 4585 276
2799 2125 80
756 4539 367
12 958 134
1814 4895 123
3468 3821 224
809 3054 172
139 3558 349
3266 4412 145
1009 1740 86
3272 4353 326
4465 148 258
241 1462 114
1291 3966 46
1788 3416 382
2706 424 92
3075 2481 255
4143 1610 294
2752 3696 269
900 1573 345
2607 2591 323
2608 3938 285
4926 1594 312
4396 2139 411
1272 1534 262
2521 3999 27
4834 3236 202
165 3007 121
1491 4946 74
3741 2384 377
3902 2341 3
110 2958 472
4791 2443 138
613 4741 59
2192 2169 466
2395 4848 130
4708 4114 205
145 2735 373
1201 3006 191
4694 2682 322
3151 1343 359
4041 523 11
679 3172 162
1734 1028 309
2109 4206 267
2270 4984 441
2997 2347 462
1839 685 263
4230 3395 421
468 4725 182
642 2849 437
923 3388 73
1476 1867 317
1906 3886 411
3056 3227 135
602 193 494
821 4180 379
3092 2352 83
4022 3806 266
917 235 228
3517 4599 277
2400 2331 277
4113 3453 274
1865 3267 372
3520 1660 130
3567 2912 358
3862 3284 229
4817 609 209
4879 4037 297
957 3180 355
4427 4429 364
1443 1047 321
3248 1383 410
1548 2468 237
1295 2275 447
56 4875 149
707 862 267
894 1449 215
4055 1357 450
4741 4688 406
2867 3248 462
801 238 261
3243 733 93
4455 3335 80
2554 4027 228
3287 3808 407
129 3376 198
1350 2730 6
1817 2667 230
4085 1078 476
905 4343 444
1600 2786 226
4751 4406 455
187 26 400
160 4191 366
1824 226 84
1999 1146 217
309 4198 31
640 2845 388
624 4396 329
3719 3369 94
1697 2354 111
64 406 153
