7000 15000
5247 1624 406
6994 582 111
5862 5093 246
6145 3624 140
3442 6012 127
2763 617 496
1558 842 147
582 3914 362
5902 2491 267
5351 766 136
6466 1046 456
1524 6130 152
969 1551 426
1727 837 232
1731 4385 50
4162 4099 379
2303 3114 329
2712 4612 44
4290 6578 39
78 4042 428
744 4997 495
305 5582 327
5443 5415 242
1089 1808 339
3891 2098 197
1321 5098 27
1390 6059 274
432 48 363
2451 2931 174
6452 4652 76
224 272 379
6093 4690 447
5441 2778 71
6719 857 12
726 5085 437
2117 3584 411
3082 4507 188
3698 4159 383
3076 2282 429
2947 6576 384
6465 4200 123
6086 1018 160
2572 3801 45
6302 1667 103
5583 1707 209
1376 198 347
4578 6528 346
103 148 21
585 649 319
1597 4048 165
4775 3028 396
4381 1333 411
1930 1461 469
2415 6799 305
4699 3552 231
932 253 381
2522 6595 249
3951 3475 413
664 4240 36
596 2573 345
6198 2719 18
3835 5027 37
100 6999 354
398 4605 200
4570 5877 291
1386 2925 238
3126 1559 489
6885 3522 369
1900 2370 398
2358 2961 338
6524 434 275
4883 1754 275
4169 763 256
3705 110 470
6780 485 154
857 3186 136
1101 1509 28
1163 3840 153
3672 573 97
6507 2983 135
3270 2405 438
2947 2450 187
4007 6613 223
1371 3059 62
562 2705 261
461 6775 264
2713 1438 8
4765 4698 433
5242 4087 97
2068 1087 151
1787 1624 2
2540 1509 377
2278 1533 233
2600 6624 425
1579 3473 191
5267 517 41
818 3104 321
5105 1401 54
3613 2900 292
2823 3579 193
5201 1265 217
4133 654 7
207 2820 290
2187 1159 13
5664 2901 278
2519 2680 117
6824 5696 131
6060 5112 53
4653 5293 217
2120 781 481
1255 3466 351
2343 347 493
3888 6214 464
83 2127 215
6715 4187 99
2759 5966 419
5330 849 158
1387 4184 68
774 5177 375
1228 3494 174
6893 4093 149
2576 1190 12
6823 2597 291
2553 4262 310
3443 5780 135
715 2578 408
6344 4766 252
1588 3731 134
1219 476 385
2174 4063 440
4859 6898 44
443 1869 321
3753 4463 458
6056 4648 400
1236 4590 237
6878 5088 445
980 470 231
3095 3602 94
4794 4676 295
3152 4603 220
1685 841 270
3919 43 264
679 405 316
3490 1640 275
6438 3043 105
6115 4554 337
6514 16 346
3554 301 48
544 3924 300
4082 4009 108
5745 593 326
2176 6649 158
1625 4502 390
6707 1735 180
6421 5717 265
1522 4746 20
1213 852 88
4324 4106 181
2576 1206 127
3000 5206 175
4811 6376 211
1752 1613 55
657 2987 490
555 1775 480
5947 1525 124
1567 965 93
3387 1314 346
2650 2724 58
158 1621 469
2259 3906 312
1201 2304 119
5669 3789 255
3182 1388 494
2640 731 33
422 5616 395
45 4846 301
535 6924 108
180 1434 88
6604 3698 362
3364 2280 339
4981 3714 484
1304 1009 413
1155 607 286
682 3524 76
6135 498 271
182 4604 360
1116 5954 398
4936 6608 139
2195 4591 113
1675 432 308
1893 2913 301
6592 718 340
3252 5485 32
4183 452 276
1686 5005 186
6028 4650 386
3408 2691 268
1515 2638 495
3476 4191 467
3415 139 286
3318 5107 311
394 6320 465
3606 4332 280
1514 838 36
2752 1380 85
2236 1261 349
6774 1578 422
3088 6070 299
572 1186 421
1903 6862 184
3842 2779 359
1628 928 370
6345 917 53
5455 3257 38
3803 89 338
3497 5133 28
1431 1400 445
2511 1603 168
1332 1379 407
1578 4465 323
5767 6819 349
961 3628 418
2718 4496 185
6899 5467 177
3436 1083 315
6675 3907 463
2442 2202 232
3640 5349 316
921 4184 328
3618 5779 381
5824 3836 186
2070 3758 164
4820 2511 314
1140 3502 393
3992 6223 336
1655 3348 265
4930 2250 128
833 3825 407
758 4562 423
146 2071 369
4021 6829 264
4234 1631 94
203 2209 363
2386 3932 43
731 3514 43
2109 6369 176
761 2240 496
1126 1543 290
2832 6824 370
3696 2469 471
6077 5544 124
3601 5203 252
927 4040 21
4244 6310 239
3675 4121 389
674 4470 106
4875 1049 265
2388 468 423
5078 928 308
2927 3696 32
196 4140 366
4542 1044 325
3183 3963 477
2958 1587 136
1175 1482 1
4393 1267 421
3927 1779 355
661 961 368
6718 2877 290
4432 5462 236
1135 3866 319
4196 1426 56
5130 6844 94
3383 693 466
2479 814 173
4743 3252 56
237 100 39
5716 809 82
2533 6517 2
4752 7 474
6204 2219 208
4295 6866 318
3248 6801 157
1988 4448 131
1603 4511 275
461 2637 330
3893 3213 447
3421 4398 492
1323 6095 89
2042 1317 412
5097 4249 369
4329 2555 359
4641 5448 61
6286 1633 264
879 4539 244
873 1061 54
4137 2803 204
1841 126 125
868 4743 487
4700 2284 328
6506 6589 360
3978 2221 428
1400 1273 261
197 1597 238
6690 3128 370
3276 2232 431
6655 3057 400
5403 3120 92
1813 3088 48
6130 4048 345
6432 1630 458
4544 3367 404
1953 3401 122
1126 2154 205
2092 1982 425
1556 560 454
189 4399 345
5493 82 352
5235 4221 56
2019 5275 301
146 230 463
3381 5335 171
5659 4332 184
813 223 377
5058 3980 214
2793 3825 204
1906 1788 125
6820 5193 410
1536 4555 419
196 4520 456
6621 1731 422
5467 2430 116
4383 4932 280
2749 1230 442
4785 4663 259
5558 2939 276
4111 6641 20
4707 3287 70
1762 577 237
5669 5737 91
1876 3273 162
3617 4871 153
5201 3085 426
2117 3046 276
800 5017 281
3796 2852 147
5210 255 125
4721 3866 206
2236 4625 47
3626 5429 28
3069 1383 376
2404 478 447
5490 2598 103
2637 5794 388
2973 5985 333
6483 5035 423
3478 1983 476
649 5445 481
527 2494 378
6026 1121 104
5981 2418 451
195 1817 155
3117 3767 397
6563 1478 266
2133 3431 80
739 4161 35
1027 1636 319
4902 1385 99
3271 2406 476
4419 363 179
720 2424 420
4142 4271 320
5538 661 362
4080 911 25
1624 6408 166
6072 2892 426
1313 6012 52
4168 4177 72
6625 500 302
1962 4502 432
3223 5789 387
718 6006 415
2500 3661 459
2890 5038 212
2041 6406 158
6602 4662 198
902 5959 208
2508 63 123
5556 6762 119
2845 1094 67
3279 4929 461
4696 2100 177
6160 3671 303
5828 6545 142
5401 6516 461
1884 2548 297
2932 2529 140
1042 2766 62
3596 4048 110
1302 2761 77
435 3583 407
4947 3429 269
873 6749 461
6557 4160 269
3070 2548 479
5063 5037 45
5686 3385 100
1153 2338 99
5532 698 343
4364 2737 394
5177 4701 273
2360 4268 162
4791 6242 423
6639 2453 437
2135 2877 321
2074 3803 22
1800 2463 47
4325 5603 222
3966 1880 245
120 1348 398
181 1764 304
1477 5985 192
2896 1389 256
3953 5506 343
4072 5891 251
3648 2463 283
5643 2048 239
3925 1960 289
2419 2952 494
5396 6573 248
3238 1851 192
4814 1474 224
4875 1861 485
621 5075 300
4078 5880 219
1947 6582 253
4906 3840 465
5286 3972 167
2410 5590 342
5159 5935 177
5880 1986 299
831 4140 202
2594 6482 441
3058 1005 222
5812 6249 367
1295 3953 81
3318 5273 137
2703 1046 475
6846 4640 195
4644 2208 27
197 4011 423
5918 4433 389
5633 3190 274
6353 1577 495
4388 1731 344
2667 2068 155
3263 2021 40
1928 188 201
3362 2076 370
4014 3539 78
2396 36 32
5248 1189 112
129 4182 357
4173 4356 190
4174 5296 116
792 4357 181
6150 4785 63
175 1448 308
6940 6726 392
4341 6979 172
252 4625 402
5035 2356 453
791 6084 31
2505 5850 74
957 644 213
3569 56 226
6550 3825 281
1069 236 436
594 6952 12
5271 5854 45
2037 1178 260
3425 5694 166
2124 2793 303
567 5366 331
2119 3687 429
4617 3941 138
5963 2529 232
4158 4169 378
4051 3606 417
3266 3105 426
966 720 336
5080 4612 256
6357 1174 493
4381 6231 275
2252 5271 57
6867 6823 305
1462 775 446
6300 1725 340
722 2608 478
4242 4943 31
4229 6080 185
460 3865 143
1476 2345 250
3940 4159 128
2007 4569 155
578 2563 70
3001 6393 112
5468 6965 48
4196 3667 119
2217 1644 385
1082 4738 478
722 6971 343
1771 845 140
4250 6045 102
5786 5768 221
2098 2932 411
2081 2584 253
1125 2388 422
1868 1688 322
2195 1009 378
6373 717 367
3983 1684 475
5984 2509 167
347 476 476
2959 6438 6
2989 1163 188
3791 4839 403
1297 4644 500
3945 787 122
545 6625 116
5312 1598 186
444 5449 272
5293 1222 423
51 2519 62
1547 6398 287
5019 5490 40
6585 2849 291
3802 4366 162
4510 4043 171
932 6780 47
4640 5687 416
1866 994 449
2566 6015 263
3217 2726 192
6065 3312 199
2801 3869 321
880 5425 93
2608 5650 147
2813 3961 351
6069 2079 442
5319 2601 244
4530 1213 469
2173 2331 376
6496 2397 79
527 1073 397
4174 5698 376
3554 3811 50
2439 6761 404
1666 3631 473
1615 1243 383
4144 1115 261
415 6363 298
563 5177 491
2908 5856 176
3508 5456 271
5930 605 173
5664 6688 340
6631 3381 135
6124 1395 28
5417 2044 305
6693 848 234
2969 3822 178
3696 2780 97
3090 6949 443
5870 2655 23
1131 1334 486
4407 5548 339
2476 5934 216
988 2124 111
3256 3776 42
3612 113 482
585 2718 430
4268 2682 23
4594 6452 297
5938 2952 402
2172 6110 418
2363 758 215
218 46 121
2421 2566 493
4971 5577 39
5070 5949 233
653 2626 470
2819 2448 285
3126 1705 425
4696 1410 279
4595 2556 375
6017 6300 244
3017 6867 125
3300 5911 399
6817 6982 335
1074 3048 457
2223 6845 439
1877 4938 493
5650 2611 119
3341 6290 205
2832 4255 320
2787 1554 73
5754 4363 60
2133 2120 166
3237 7 169
6048 1866 314
571 2071 392
2630 6249 223
1681 3321 380
5940 5141 379
572 2822 224
3774 6451 440
2170 3613 158
3845 4242 244
2503 6096 204
1 6886 287
1 2706 308
4930 5051 116
2993 5923 149
2882 2466 16
6615 4348 218
1593 537 208
5600 6443 294
2590 4957 282
640 5825 362
662 3019 378
3601 31 170
2353 5711 175
1276 873 417
1206 6847 380
5415 3705 69
246 4010 136
1444 2126 59
6612 3936 427
659 37 158
1659 3660 55
1299 5481 8
2348 361 252
4913 5797 249
19 328 36
1774 2215 454
1526 208 460
4327 4 481
6255 301 151
212 3932 409
212 6151 30
6116 2089 335
3199 2172 41
1049 2861 28
1910 287 481
5902 4149 216
3716 1520 82
608 4147 113
1253 4135 252
3316 615 415
921 377 141
72 78 159
1926 2756 426
6454 1919 307
4267 2353 12
3657 3232 111
249 2753 406
770 3098 288
6781 6948 174
2686 2699 9
3146 6977 23
4104 165 360
4408 2170 119
901 1444 312
2294 3122 319
705 4189 457
4323 4527 275
3686 3738 76
5954 4605 341
1940 1333 440
342 4269 38
4737 945 463
5824 6748 319
3745 2072 251
1541 1808 446
4347 227 310
6411 3499 82
4090 2441 375
6554 6490 78
1626 2192 297
4492 5722 425
4198 1440 176
3403 425 466
5687 772 160
308 6122 315
3832 4391 322
4894 4846 270
6700 1649 36
4157 1471 164
1816 4589 256
1705 5095 456
1655 2046 350
1620 4413 230
1257 2906 494
1885 3480 205
309 3680 74
184 3142 420
507 3212 384
13 5701 376
4114 72 307
6656 3611 28
2706 961 112
4771 5492 233
6745 1996 133
394 169 244
4143 6293 481
5324 2625 315
4464 2601 135
3568 1782 133
6253 3749 238
2404 3393 372
3678 3193 371
3551 2228 323
839 20 339
124 3716 20
2039 6593 343
689 5909 281
105 4310 431
6090 3589 21
6534 2085 229
6970 1529 22
2260 411 49
473 2124 469
6693 623 361
610 2772 75
3342 2309 188
3370 3718 397
3578 3597 1
4666 3515 307
4641 108 154
3490 6923 161
5699 5946 270
5569 4529 219
4138 5465 455
2286 169 213
5260 2127 374
1521 2725 445
6662 6273 76
4931 1135 115
4142 562 315
4789 4560 279
2305 219 21
354 3541 32
6562 4327 382
253 3220 320
1895 1965 426
1331 6314 187
4782 4078 209
6524 398 184
2158 3660 294
2329 2815 71
5080 4892 137
5312 4254 160
2332 6834 195
6238 1690 358
3481 430 119
5588 2303 320
2190 2309 15
3759 6149 283
1484 6370 54
1506 3747 275
4328 6620 183
386 2017 40
184 400 191
365 3921 7
1196 467 260
1014 3101 152
2562 2537 432
1389 3602 374
3485 731 343
1980 1140 398
4766 2765 493
5450 5744 324
603 2811 384
1804 4077 399
1872 4162 398
4078 369 367
1853 1619 248
202 1733 436
518 2002 169
470 3195 151
2562 4778 175
5553 4659 466
512 350 229
5696 688 70
168 5332 283
5080 130 349
4340 242 67
4067 4580 347
1689 2426 453
1420 2101 188
131 4265 337
2594 4517 130
6859 4156 411
5421 2950 345
3720 6017 123
2914 6370 180
5055 2786 31
3325 919 197
1955 1353 192
2070 2695 295
3165 3195 384
2013 1045 68
1897 2873 145
1432 2504 268
4726 1836 359
4930 4514 280
686 730 169
3555 5293 459
4265 5292 336
3071 4467 390
2485 1759 193
2917 629 167
3099 1118 210
1860 1249 486
3496 6203 116
3522 1510 19
5201 3649 423
5470 3300 328
1764 2916 482
294 2668 5
2872 300 123
6104 3733 171
1879 5544 241
3938 2609 58
584 5469 266
5083 3210 490
869 4927 188
4898 3484 257
5876 6051 109
6433 1088 261
767 632 28
1525 2700 51
4549 3857 322
2735 4317 186
5965 5935 348
582 4799 306
6463 4798 387
219 4196 255
5878 5222 389
6634 5015 137
3589 3570 320
4275 5460 25
3797 3747 85
4531 5821 180
3001 3026 15
1816 3619 181
5023 6587 163
1540 2040 125
3463 3032 252
1346 199 227
5658 1084 471
6021 2424 302
6755 3460 286
805 6805 65
5345 1096 303
4128 5214 256
4223 6974 237
5715 5199 245
598 2104 106
2964 6663 348
2730 2016 44
4331 3904 498
2118 4126 296
2529 794 227
6318 5486 37
5778 2329 395
2811 1703 474
6789 381 260
4289 5249 314
5472 4530 104
343 296 238
622 3663 253
3038 3772 279
6238 4873 170
3509 3215 482
3176 2682 298
1485 198 42
3838 6095 305
6340 6101 450
320 1007 46
4049 4929 395
4570 811 436
5799 3226 475
2969 5959 174
4801 5785 340
3129 4375 401
3471 4809 310
182 4470 196
3561 3360 334
1662 6834 33
5746 3765 465
961 2563 59
1674 4088 493
4323 5030 63
5384 747 32
6283 2023 23
2519 1514 201
5238 4908 227
148 3081 30
5372 6026 448
1426 6630 130
2801 4524 416
768 4998 77
5940 4309 471
5967 1955 121
6383 314 75
6013 3651 120
6754 4147 93
2215 1449 151
885 3141 382
4953 3738 236
1389 2777 451
4424 2060 34
5167 5874 129
2370 598 34
3593 176 253
227 6275 363
3925 1401 215
6154 1426 499
5699 2616 233
2982 3817 327
4892 950 95
6331 1742 379
1311 6864 391
6515 2491 20
6024 4427 80
3966 6870 487
4801 5308 415
3265 4643 10
3602 3396 335
4631 5444 357
3459 4231 315
778 3500 461
6094 5251 443
3563 5073 18
1366 3897 266
3790 3910 10
3528 5606 275
3181 1159 66
2371 2874 260
4070 6715 379
1463 518 170
4157 4954 34
4091 3359 124
1883 3882 147
6625 6265 134
1194 6999 251
4621 1005 366
2928 2051 301
2888 2371 83
5851 3157 321
4400 532 465
1933 1507 6
1069 1361 362
2472 874 103
4104 3503 308
4206 4338 330
1364 6654 446
6286 496 397
4757 1513 191
4500 2619 380
287 281 489
2787 6018 322
5842 6818 1
3002 2539 77
3087 3151 243
1695 6425 352
1331 2779 392
1755 1933 366
2951 1789 491
1453 387 185
3402 4614 496
3379 2284 364
4154 6050 167
1272 2597 267
3355 2169 124
2787 3818 160
6824 4619 165
4505 3079 98
5517 1861 466
1481 2352 12
1260 142 246
3040 5136 177
1355 274 66
6999 1862 457
5553 563 46
2769 851 183
700 5742 165
2682 3396 301
45 2104 256
5562 3626 411
6175 3375 182
4535 4081 91
1174 5036 280
786 6105 198
1890 3100 341
5898 1548 189
1523 1495 78
924 421 355
4084 2179 179
479 5056 401
6557 121 33
6213 526 12
192 1838 354
3453 565 424
2087 4464 372
3874 746 344
4300 4264 324
4095 3100 367
5339 1013 24
3942 5724 77
3714 6719 469
981 2770 259
1823 3633 251
6226 4196 182
2295 2539 489
5523 3512 250
2631 573 283
4622 367 304
3962 4334 16
633 481 187
6620 6768 378
496 4346 197
2430 1268 34
3747 2245 143
2068 3885 217
1203 1250 321
4402 4717 101
553 909 112
3995 3388 479
3266 823 253
3759 2265 4
106 1816 119
6482 71 96
485 2313 76
2356 4580 115
285 621 49
6166 1016 254
6563 4875 156
2862 6642 141
2600 624 243
3444 2514 130
3785 3439 89
1916 4349 487
3973 1785 445
2210 3133 78
3938 5561 169
1529 4429 302
3754 1131 287
1217 551 330
2143 4735 409
3722 2520 107
888 1834 414
3649 1471 185
354 4512 102
1554 745 469
4575 2296 292
2404 1195 434
790 2845 90
3450 5262 435
968 6433 72
5103 2229 447
4457 6853 215
4382 6309 54
5683 4484 245
1022 794 193
933 5796 308
1246 2591 226
3850 6332 301
5911 3332 51
499 1150 276
4866 4641 33
6694 3095 359
3801 4096 292
2186 2503 105
793 470 292
913 462 384
3525 2458 284
1959 2150 186
5491 1689 313
5235 5822 455
757 4408 258
2085 1739 114
2084 2634 79
1801 2278 16
5772 1869 248
3654 374 191
2395 1231 220
4828 385 123
3613 3855 378
6403 2825 5
1075 6653 232
2358 5509 200
6063 3323 216
1865 664 132
3329 2527 63
787 2301 329
4168 1424 258
6629 3335 437
2415 3487 326
5341 1235 486
1314 97 474
1098 5132 492
2487 4003 76
1064 881 9
1539 3255 169
3241 1510 387
6291 6898 83
5776 5289 259
2024 5559 52
96 349 228
2500 4935 177
4111 6266 130
4020 6504 332
2838 6779 65
6121 734 36
3636 1757 467
1172 4681 179
5174 6106 207
2226 3325 366
4377 169 438
3750 6664 422
5074 1672 436
4588 2300 272
2156 6883 268
2331 4502 296
275 3032 142
559 3240 305
6361 1545 144
5538 3313 313
6054 602 59
2685 1300 214
398 1681 214
1518 5602 232
3497 1613 75
21 2418 320
5534 1692 312
4946 6401 273
2686 594 103
1321 1169 221
4218 1800 430
4435 6989 178
6487 3164 8
2228 2728 327
6126 5038 52
1773 1185 94
1435 1799 4
2408 5666 10
4408 3104 117
3114 6763 59
3249 4814 183
3133 1498 497
3231 3574 334
5104 4407 21
3475 1712 276
5269 5402 31
10 5954 456
5210 3733 199
3565 6500 29
1456 5710 406
1182 1698 59
1514 5262 34
2558 44 333
1922 926 119
3108 1446 340
372 1197 43
6694 2544 209
4653 677 427
6994 3906 108
3005 5923 40
1593 6204 182
6532 4147 67
2881 1957 397
3101 3059 122
6451 1300 185
5468 5498 275
5087 3290 145
178 5704 50
5317 5286 275
1257 4072 192
6582 2502 221
638 4501 203
6471 2296 26
3095 632 47
5390 5730 468
6587 1084 483
2150 6514 292
1903 6950 180
4783 2939 84
1782 3280 100
104 2470 98
4756 3307 264
5857 2744 392
3569 1287 411
2902 5958 252
6886 5750 197
4311 1658 20
876 3370 322
874 5039 100
2918 747 339
1393 6402 29
2630 5663 455
282 3100 456
1074 2417 66
1082 6303 300
3375 4522 349
5404 5925 440
4131 6087 77
1635 2374 161
4857 72 252
4330 4809 287
1716 4311 204
5302 3487 443
5328 1412 431
5688 3512 397
2973 2014 229
1293 2269 214
4343 2910 40
3123 494 77
3009 5658 16
1787 1245 380
1973 5240 251
5053 2804 333
12 6805 324
3595 2937 25
4175 3851 326
3255 649 407
4144 3642 336
3760 6030 390
2502 4906 293
1086 5672 361
4936 5470 306
5822 1565 499
5123 213 157
4409 5586 52
6605 121 401
360 4270 187
689 354 95
250 1599 60
4481 2973 65
5777 4147 376
6596 1511 370
964 944 47
3338 2070 360
463 1019 319
384 5315 31
2307 3352 440
6217 5572 335
4140 1093 10
5140 1781 241
6451 2380 330
3611 3797 68
1783 6560 212
2952 4845 372
1826 2295 433
967 158 341
5132 2967 361
4195 2171 47
5423 5498 455
1768 4803 11
1191 4929 189
6570 5421 113
4328 180 95
3020 4861 125
6663 1049 198
2021 2309 139
4270 6278 198
749 6892 447
1 4411 247
3787 3202 62
2917 2577 390
1671 5046 419
3818 3664 286
2337 1157 2
3345 5347 396
6179 3295 173
5641 6339 61
478 3160 332
3227 3167 442
5162 2873 201
1500 3308 279
5977 1346 21
2204 1907 309
3702 2431 22
6283 6764 89
6270 3854 152
633 6663 47
2949 3189 385
2875 6561 291
6191 1374 424
624 6204 187
5494 1689 200
3324 844 299
1943 2130 209
6394 2227 384
1296 3808 403
1900 2712 331
5020 6206 11
3106 4103 456
3632 923 471
1205 6093 74
6421 6778 424
893 1277 186
5204 5833 362
5429 1558 215
256 6667 60
4243 5753 6
1261 953 279
4165 5878 253
3665 2427 361
133 5700 479
1729 2895 439
6541 1289 237
3016 165 168
4255 4661 374
3776 3343 262
2478 1554 425
2953 4164 282
936 6788 306
3870 4129 334
528 6184 37
2649 6573 467
1945 6238 424
3403 4013 305
4789 1078 312
2566 6082 477
1866 1404 456
4247 3607 330
5582 146 124
3976 5840 275
259 3998 484
5656 3428 170
5157 109 173
6726 6859 160
3386 3577 187
1704 2269 163
1347 891 244
5155 4377 342
2368 2908 148
3346 500 45
43 421 387
2242 1197 419
6738 1392 41
1029 4021 276
1726 4149 159
3343 6317 127
2189 3768 450
2604 2647 66
777 5281 45
4639 4967 458
3225 14 59
67 1620 113
6092 4035 306
3986 6327 500
5185 6151 354
4470 4045 355
4973 4359 118
2623 156 354
2586 5233 328
3006 1962 368
6125 3982 330
2208 4364 283
3251 3515 238
1885 6113 204
3489 3369 421
6311 3821 450
2164 518 314
1684 6164 134
908 465 243
296 1302 234
6538 6402 159
4465 6488 1
1730 2567 131
4353 4686 273
2778 843 61
5686 740 181
2120 199 275
6207 1795 389
2692 901 97
6151 1943 208
2035 2113 146
978 3054 380
4546 3844 333
4460 2173 190
4471 282 330
5778 3181 1
1946 1040 496
2247 1779 378
706 4999 90
682 4601 475
417 6696 428
831 6985 258
5776 6284 226
2197 2378 469
4240 3982 311
4725 6472 393
1816 371 100
6401 4871 211
6251 1067 470
2006 269 435
1511 2120 305
3105 2515 43
976 3836 242
1619 5421 101
1435 108 25
5686 3637 427
6245 4885 498
3052 3018 202
4155 4327 140
3319 5807 406
2166 4043 134
6891 3853 53
4861 2643 366
2231 6817 181
2669 6943 141
4855 1708 113
5865 2902 133
3064 1895 72
4075 6313 434
6719 3302 25
269 199 240
1319 4192 480
14 170 167
3561 1892 124
6616 2156 378
5583 3001 463
5796 6039 358
5482 3027 217
5435 3963 404
4993 818 362
2464 4122 276
2121 3208 234
692 895 83
2468 2927 394
1314 3426 398
4078 6131 498
5045 6652 482
5704 5162 157
5923 3973 218
5992 392 235
1558 1086 66
4321 312 143
2346 1724 286
4799 562 197
2775 3814 451
5905 5713 69
1153 4439 211
3414 2089 205
4072 5765 263
4046 4372 396
756 3922 390
373 5885 414
4925 1510 417
3653 2610 245
4523 4959 369
1156 3844 330
1020 3439 76
4238 3962 440
4358 4869 101
3268 89 119
3393 2183 163
6402 5533 60
1873 5505 299
6898 6477 278
2516 6333 287
4898 2507 66
5592 628 263
2548 4170 4
6665 3696 124
953 4439 476
5621 2028 73
329 110 148
6657 6066 389
6243 4182 291
1375 5318 73
2587 5974 432
1048 386 52
4351 798 182
2350 2388 182
2648 980 372
6727 1322 488
2082 3572 314
5581 898 109
3737 5898 319
6386 4604 179
1654 5295 151
4415 4831 416
5233 2871 319
269 5940 202
658 5812 465
4541 1970 125
4393 457 472
651 6353 119
4715 257 463
2575 2738 324
2795 5284 360
6415 485 315
138 903 191
954 1977 232
309 3419 91
4847 1087 180
6055 3473 363
3169 4363 96
6936 2989 192
3613 2597 201
5582 1274 54
5575 1674 113
5704 2553 442
4633 2080 228
5464 6959 166
2636 3773 483
958 61 60
292 986 440
6533 3601 481
550 3283 210
3 2964 445
814 3274 227
2296 3822 45
114 5946 294
1991 4182 81
5938 5971 362
1571 1480 489
2603 5148 120
4211 5725 40
2152 5217 383
635 758 237
3691 4267 350
155 173 85
6884 5364 426
326 2210 486
1488 4091 373
3072 6244 230
662 4561 287
802 1889 251
3571 571 91
1360 6954 207
3154 2762 160
1061 1137 293
2397 6101 20
5874 4465 395
449 6918 417
3168 3875 204
453 6630 312
3030 3831 143
2435 6847 44
4245 6071 463
407 3404 195
1960 5351 431
4634 5172 368
4584 372 159
4279 3751 90
1914 5436 348
1182 1096 145
2048 439 256
34 5273 8
5051 5825 369
742 875 475
4746 3131 200
1326 138 133
3598 5556 260
2831 3060 472
6089 3690 360
4784 3053 307
6982 1559 475
1219 1661 155
3050 6427 399
229 5652 49
5992 2735 463
4389 4367 359
3327 1197 144
171 699 153
3002 5160 487
1322 1231 223
6073 4491 55
5649 4770 157
6818 5706 216
385 1472 208
2234 6192 103
6444 676 299
4424 6589 107
6878 6346 136
5819 965 255
1828 2183 349
431 2539 124
4620 4282 168
2067 1121 421
6254 3636 214
1161 4510 27
6394 4459 109
4624 2065 343
1916 4865 254
4362 5823 429
1840 333 254
2994 4624 257
4658 2204 22
4175 3505 500
4162 5901 13
1294 5921 170
251 2411 440
6704 381 169
604 4677 376
6184 5459 318
588 5688 454
1596 6856 132
5327 3467 298
1267 1396 327
1574 2138 429
5307 6178 293
4923 4247 343
5037 6833 447
970 4521 168
6824 337 187
5349 6265 467
5878 3158 446
576 1385 89
2520 550 319
3083 3873 429
6857 3825 157
5161 5091 471
2453 566 258
406 2723 459
3013 2684 158
231 6967 341
1648 1980 129
