3000 8000
2109 150 354
2201 185 175
2232 1977 489
1081 1492 369
1002 903 388
2442 1011 369
148 1552 409
1197 1603 58
308 2029 100
2286 2074 466
2109 2308 49
2515 2251 500
1731 1647 19
1857 656 133
1803 2415 480
1901 1535 267
33 1715 42
2626 1755 472
1148 1999 246
2362 46 221
868 933 68
1444 1676 475
2553 2399 10
2415 1420 382
2084 2222 434
1136 1288 442
67 244 495
1728 2642 31
45 39 227
2153 221 233
2487 1970 124
1910 23 259
638 279 476
1353 2417 360
1719 624 160
1449 1007 423
2586 201 76
19 447 284
706 1753 198
136 2165 9
373 290 244
1729 410 10
2687 1933 86
2966 1325 232
1163 1770 49
2183 1974 437
845 2776 153
799 964 306
2373 552 193
2615 2987 101
2365 2082 6
2668 1331 410
485 556 154
2246 1141 333
403 191 313
804 2281 491
348 871 121
751 2122 228
681 2183 31
492 1680 265
2073 1414 239
1719 500 260
1695 1873 390
209 1530 42
2659 199 138
298 1855 31
2440 1348 415
387 1549 48
282 851 255
28 1411 283
2213 1727 465
1268 1548 406
1898 2285 437
1194 589 340
2463 2265 268
1945 423 337
1593 1194 252
618 1203 216
160 1851 235
745 1988 84
475 1202 31
1777 798 154
1827 2886 321
1684 2127 165
898 926 180
2460 1564 403
1076 40 218
2910 2063 497
1083 2579 254
1329 2277 321
266 1195 489
476 1035 407
2054 1814 460
2575 53 457
2492 63 253
1350 453 465
2414 2768 348
1659 2276 166
993 1550 325
1719 756 60
986 1668 16
1732 1386 162
2052 2057 107
1321 1839 416
2650 2359 188
306 2709 405
1366 2490 120
189 1376 322
1965 663 241
635 503 173
53 1145 360
49 1711 205
137 2304 338
2615 947 161
2669 187 440
2938 2800 103
2908 2755 48
1573 2288 105
302 1945 302
205 1551 214
930 696 426
2829 1984 65
1134 2685 184
505 1345 453
919 2726 233
799 2450 463
2839 2307 180
2775 206 88
2495 1249 121
1588 1959 271
1979 1613 118
141 2885 106
2867 2259 149
1612 2737 357
1686 2391 218
1048 1592 192
213 2798 13
288 1138 410
1556 2237 284
608 1329 331
1959 1945 89
2690 1850 348
68 1458 294
816 860 455
745 978 168
1333 2653 211
2766 1294 191
1868 2049 47
663 2058 473
195 2047 435
1680 2489 62
2668 1416 412
2842 1507 16
560 2524 316
1588 2041 27
1160 329 164
564 1690 378
2560 2936 10
839 2715 366
2185 1612 45
2090 374 152
336 1854 102
1838 1757 200
1399 2059 222
1100 2364 490
713 660 210
1133 1759 321
2138 60 496
1972 733 210
1850 2353 356
2990 219 470
2842 1992 297
1731 2150 109
992 365 457
2645 175 165
2599 570 447
1926 1265 87
746 2465 359
555 2561 488
1971 828 27
1552 834 167
1569 2128 209
1704 282 275
31 2725 357
2953 989 308
198 1069 122
1526 2958 309
2187 2222 163
2615 1758 378
399 831 371
170 194 240
2787 367 202
395 369 144
2451 2073 333
1454 776 45
2983 973 212
14 1131 216
1748 294 94
2453 951 399
1801 1246 19
2741 297 71
1012 236 411
1158 983 335
124 2519 265
98 2672 495
731 112 411
683 2276 440
2356 2541 77
756 781 83
929 1794 58
1683 417 458
561 2018 477
1673 1038 271
567 905 496
694 2663 61
2032 1858 1
2322 961 336
1627 1401 427
2905 998 231
1492 501 318
2783 963 109
1844 2347 191
850 1260 494
2064 1479 171
988 2988 386
1155 1486 33
2749 2348 39
769 2982 141
1195 1274 143
2587 2988 222
1752 1985 198
2714 1019 77
1235 2699 29
2442 151 449
754 1963 200
320 2660 458
1745 287 381
96 2556 419
2722 297 1
424 401 407
1918 2381 193
1736 1416 178
879 2719 111
277 365 474
1480 22 340
2670 514 124
1475 2435 219
1542 702 291
1788 2479 80
55 240 468
1789 2083 377
1128 1111 447
588 2482 351
1327 2389 333
1790 1217 22
673 1485 312
2900 1784 406
47 1867 415
1163 2034 420
965 200 445
2411 136 388
1262 1149 303
836 707 482
1892 2676 17
2184 1028 162
939 968 163
636 1398 189
1900 1344 473
1193 2780 454
2224 722 377
2042 436 326
683 1782 349
1179 2498 162
1744 1338 3
758 2196 301
1664 348 315
2518 1817 282
1228 706 252
1142 1723 14
419 265 242
504 2896 489
1643 2074 233
2595 2772 374
2217 2659 157
781 707 272
992 406 298
2175 2393 149
2021 1343 357
1173 1604 164
753 1689 174
489 1267 394
1916 10 84
1590 1742 114
982 35 217
1556 223 442
32 2400 363
1930 2435 288
862 1720 33
1547 170 237
2168 1466 160
1890 2687 58
2729 250 319
1425 1151 50
1230 1436 223
1156 2164 200
89 1498 70
288 2982 429
1561 487 122
2563 1207 322
1234 242 141
1456 912 102
732 1140 352
2398 1163 246
413 14 121
2858 2496 431
1247 793 348
2740 2245 357
2856 156 346
2388 2141 359
1429 1368 482
693 129 393
2920 2584 419
870 1117 18
1262 1997 310
51 1563 445
1825 444 335
1421 1428 200
814 1495 242
2290 440 494
1829 1367 218
584 1798 289
29 658 433
1444 2919 389
796 2788 71
1161 1689 272
2913 2468 257
10 1242 26
2700 1758 131
326 2623 207
1177 735 241
2319 2657 143
393 2426 114
752 1410 67
2003 2341 184
246 833 39
1574 1637 17
2234 2633 301
2538 665 176
2071 2385 245
2341 1175 408
549 1835 332
432 1453 199
2125 2174 60
1684 2880 9
1106 1834 427
1474 2552 363
1115 360 286
281 1489 201
521 242 106
2597 618 460
2695 2861 337
1711 1797 290
426 2978 405
2451 57 226
159 2908 264
321 2760 329
2737 2090 253
1723 869 88
906 1197 125
2223 2143 385
1079 1301 390
552 1315 342
2650 1847 441
2975 2410 364
1334 2649 188
1200 2471 14
368 1290 293
1199 143 288
2499 1430 277
704 2164 322
1007 2167 197
512 849 177
586 644 407
783 152 233
981 84 370
1509 832 253
2814 536 267
625 2731 43
2726 501 464
1476 826 120
375 2608 101
493 1847 228
1355 880 108
2172 1361 378
2177 278 153
233 1766 197
1498 2535 118
2304 973 122
1682 1113 413
1940 1216 186
1631 2788 187
868 2373 481
2107 1842 48
1789 2723 87
883 208 141
2966 122 378
706 2318 175
1043 2247 222
1859 981 435
542 2500 483
1782 2775 238
500 609 488
780 78 323
1073 1104 480
1860 1760 122
986 1136 142
1012 2571 30
2579 858 175
265 2521 28
1154 630 138
2292 641 391
716 654 300
2776 496 393
2063 1545 130
1020 2745 103
2900 1804 486
294 1674 412
544 2161 97
2391 2128 239
1154 477 274
491 1080 404
222 507 272
1744 2144 171
1865 2328 318
1627 245 59
2592 887 427
971 317 178
221 33 13
2181 1895 394
1930 1743 132
1897 2723 397
1189 1764 365
98 732 103
2740 2665 403
246 1286 89
905 2878 210
1002 1096 439
688 1661 199
588 2410 484
2638 836 478
2083 956 444
2030 1082 228
613 348 368
2407 1487 244
1483 2129 81
547 261 426
2291 305 354
1608 1334 137
815 2550 144
615 1123 398
156 2230 304
2453 2630 12
2396 2334 1
1742 1792 134
2348 2992 237
936 1120 441
669 1846 80
2731 1008 302
98 1270 448
235 1233 456
1502 886 446
1480 2686 404
1968 2627 312
2747 1990 184
48 1237 299
841 1891 87
1188 1480 115
2758 1953 358
1844 890 483
2057 872 13
83 2746 144
222 2039 119
781 185 361
357 654 186
488 1712 314
1135 2147 289
2528 1291 159
1168 1133 17
1776 2240 398
30 1783 268
2671 1394 315
2511 2963 132
578 370 340
2891 641 324
1901 475 446
127 543 469
2628 2357 353
360 1484 181
1460 1228 115
107 2789 480
1608 74 128
1682 2280 460
685 2817 55
291 388 410
2104 942 83
79 1860 365
119 402 139
2746 423 49
1623 492 371
2794 1426 481
2027 1408 341
2406 32 402
954 2786 231
1820 2202 1
454 1656 171
1766 2418 138
2806 2194 1
2659 2539 138
680 2486 117
135 648 173
163 1293 238
1159 983 334
675 1174 10
895 33 86
600 756 263
1330 1494 104
943 895 137
1447 814 415
80 1631 420
441 2853 283
501 9 408
923 903 449
5 2721 85
337 2583 377
2019 474 140
2875 1050 127
1115 211 350
1075 2284 322
455 211 211
2071 2061 355
191 905 183
2580 2936 3
622 1401 263
1335 2757 24
201 571 360
2246 2223 476
1086 2529 44
793 1415 202
1455 1549 322
1307 1807 292
905 1547 340
335 182 343
2452 345 382
2779 390 436
997 2658 321
1496 189 306
96 1579 306
2044 1948 37
1033 1011 439
2526 2551 486
440 1269 342
2738 1587 207
1722 820 87
977 2525 25
1024 188 3
2920 2862 158
455 2432 51
1498 1223 205
1656 1811 258
2646 1567 147
1248 1825 111
730 1414 63
1228 2520 495
555 669 143
2741 412 191
2587 2552 245
2136 1740 491
341 2692 382
2013 300 226
504 2188 320
2483 207 288
1887 2710 119
1981 1792 140
2105 3000 116
418 1571 111
699 1155 426
388 1862 419
2410 488 128
1632 1479 392
176 2613 146
2116 2261 108
1565 2282 65
596 560 61
837 2510 128
2402 1093 287
1133 567 244
2027 2131 222
1023 2380 320
2521 290 98
869 2812 169
1926 2254 150
2728 709 183
1579 738 50
2697 521 19
2534 2584 137
105 2351 489
2697 1779 195
659 1272 3
150 1766 249
2202 1595 233
1460 409 279
2328 785 462
330 1816 31
311 1018 50
1116 1566 25
2301 181 254
1918 2980 404
749 1127 371
24 1371 254
564 1489 178
2169 2545 261
2046 2639 317
1639 1806 95
1588 957 479
2907 2927 455
1345 2301 207
2174 2973 189
624 213 434
68 653 167
646 1947 210
1409 1906 218
2919 375 488
1670 347 178
281 637 455
1951 2695 18
1548 1230 365
2533 1794 63
1949 1559 463
1073 1325 109
2263 2893 481
2109 1185 297
2947 2378 29
2 1936 269
300 2991 46
435 1705 303
667 2113 385
1325 2773 162
1922 2229 126
1352 947 477
1251 1082 19
666 2943 352
1415 1025 73
899 617 274
1845 2955 2
554 2670 14
1226 2346 430
1582 2323 171
2662 2410 15
2324 2474 321
514 1848 483
668 2611 149
1197 681 45
1888 1159 311
1021 2826 464
1944 2731 194
825 2441 470
380 2241 313
1228 589 460
1880 829 272
2519 2877 46
2189 1666 358
22 1512 162
795 1668 499
1490 2185 219
336 1065 149
2745 325 126
2864 722 209
915 1852 221
1288 2806 148
1720 1697 9
664 2913 355
851 2188 371
2193 1516 54
2090 895 489
406 1678 410
2175 2105 486
549 1062 439
1632 105 257
1373 299 326
1444 1907 109
727 1253 451
1162 359 499
970 540 333
1724 2015 105
1389 1489 205
538 197 347
2116 2645 19
64 439 417
1611 1398 48
1744 2383 260
1856 1050 493
1583 2737 325
2333 442 133
1080 2344 244
929 1415 28
1229 1786 235
1044 1924 74
1826 43 169
1375 626 472
1423 2707 254
2493 79 43
129 1096 354
2878 150 225
2687 2076 339
605 1128 208
2246 867 322
2970 1769 305
2275 640 153
1049 2052 107
1405 2240 244
2576 8 342
1604 2793 296
140 142 498
1065 2907 383
352 1961 270
1379 1693 233
153 2056 387
1276 102 24
329 1162 280
2334 1808 236
1667 2528 111
2402 1668 440
2973 569 233
388 2578 482
1066 2317 484
1262 1189 62
1151 2763 451
358 1411 188
528 1818 354
2605 673 239
1657 161 472
2200 2926 279
1397 2802 299
1330 450 216
561 529 315
1686 1076 318
23 1765 278
138 749 297
1798 1537 411
329 658 218
2213 666 450
2362 417 11
799 201 41
1380 764 29
2909 2846 88
782 82 325
1812 2842 96
563 234 177
2851 2348 43
723 2583 22
2041 1185 306
2156 724 278
1228 1165 237
175 466 202
2903 945 388
985 1922 265
1451 979 421
2840 1039 92
2804 1344 180
860 990 175
1612 1849 303
906 1944 388
93 1289 138
2428 1837 425
1423 2205 332
958 744 365
2827 1754 90
263 2906 189
686 513 235
1623 1318 392
2027 687 69
1089 2101 230
1473 1719 24
999 1115 354
1729 2159 51
733 444 12
1265 243 191
2706 54 6
1351 2598 371
474 2472 178
2427 573 51
1888 1495 11
1322 987 159
608 986 416
2863 1487 404
1033 1307 37
2478 1419 10
899 1367 23
1753 372 385
1837 2167 182
1850 157 60
2743 609 239
702 1139 14
2922 856 460
1997 880 89
1164 311 384
35 10 182
1555 2777 404
2098 362 481
932 2215 280
2186 2870 401
2621 853 345
2953 298 238
1787 922 68
2998 1818 152
2563 471 245
1064 2066 467
415 152 396
1328 1319 360
2060 887 167
1825 629 204
1257 2317 148
1097 1499 452
2691 1351 334
949 1368 177
2563 2860 433
2955 845 470
2848 1454 461
1993 982 468
763 754 436
738 2232 12
1190 36 392
2023 1499 170
1734 749 141
2096 2606 195
1445 1375 323
1303 1094 226
2641 765 215
1897 1496 388
1953 701 113
1111 489 192
2388 1883 330
236 1275 334
651 1602 182
336 1203 231
2760 2921 213
154 2061 15
982 203 28
1346 1633 157
1971 1601 49
2803 2000 155
1437 219 70
2322 2784 358
2233 1226 294
2510 1919 446
1035 246 207
1082 1495 432
2150 536 329
2544 2463 304
2788 1908 282
2137 2075 285
617 306 247
449 87 330
586 2159 350
1908 2570 130
2891 657 356
674 1884 62
330 1511 369
2717 2004 407
2193 927 42
2946 1199 383
1897 1860 412
1145 2567 396
423 2646 367
1202 736 211
1065 318 457
2096 1218 478
982 674 476
1584 871 258
2169 689 419
896 477 189
2663 200 288
1281 856 216
2492 124 201
2090 127 217
288 2199 389
1585 111 428
1041 1164 22
656 2136 426
751 367 358
1790 205 86
2387 939 261
2830 1817 302
2677 2721 336
891 1186 62
394 2238 397
2329 561 492
525 671 309
1970 707 411
2266 471 210
2565 897 310
334 69 322
86 446 259
1115 1879 397
1794 2162 267
1549 1471 332
2503 1741 484
1817 24 477
1080 1838 69
1374 68 234
1197 1392 451
484 1657 346
2578 1205 404
2621 2818 413
474 2325 494
179 2714 371
304 2169 18
2792 780 108
2746 684 259
1276 209 275
153 2892 9
544 2401 414
670 2111 39
2016 789 20
1616 81 49
264 2077 381
2810 1103 130
966 28 11
2189 2336 117
1972 357 408
2106 2525 349
2541 1199 322
103 1278 231
2982 1543 111
2491 1591 340
246 1037 36
1192 141 488
606 1255 149
2744 1882 184
152 2176 341
1833 2008 408
193 2304 463
339 1328 326
2270 2418 342
1103 1098 109
1387 1954 171
678 1025 218
2119 2067 148
1837 175 384
2216 2592 120
2386 1199 192
293 1838 174
1363 2659 461
1727 845 413
583 1093 469
1569 1434 136
1503 186 108
1104 928 388
1453 136 344
2869 2934 277
1242 2056 296
825 1980 472
2090 2353 493
1273 912 402
53 1099 84
931 1476 296
2539 2705 74
2218 1271 437
1556 1734 204
154 2286 421
583 1159 353
689 2038 175
2827 423 286
1637 895 6
393 2870 313
2784 708 77
1728 2499 384
1603 1567 259
1078 443 196
698 2233 123
2953 1553 23
2439 2805 265
168 2310 137
788 394 263
1159 1700 296
2526 1141 220
2050 1239 454
1383 353 13
2426 2669 447
103 1976 465
1804 1675 249
1351 2718 492
1478 1713 94
2 2660 109
2280 151 75
185 793 168
1525 1063 407
1916 77 98
1877 1956 140
2105 1796 116
1110 2006 337
545 1316 5
2331 2444 109
642 2307 358
2926 2692 383
316 358 4
480 5 34
265 79 400
2718 1049 277
932 2544 357
2746 11 48
1668 1299 414
2148 1230 299
983 665 178
2725 163 7
1512 1806 262
1421 1880 36
2420 583 147
2638 741 155
1785 1762 276
1715 2514 188
1035 1398 89
120 2298 280
645 2027 286
2738 2130 78
1376 1285 305
1694 1286 335
59 2298 365
329 2787 87
2009 2098 104
2890 2000 111
496 20 265
1694 1316 6
2924 1025 436
1189 1321 153
2523 2718 294
226 1942 427
172 2832 428
919 2274 6
1706 2740 300
2951 2756 341
1758 166 92
336 2265 402
380 1322 392
1310 582 161
543 661 96
2423 924 301
2361 1889 300
1877 1127 204
1680 1700 185
1107 2503 276
1471 1149 107
1928 1152 273
854 2449 263
88 1675 303
2199 2861 5
638 2268 16
1379 599 329
2163 2232 325
744 2084 30
1199 1638 437
2225 1835 163
2232 750 487
2130 1935 180
1388 1160 103
457 1021 467
2403 2942 461
1213 976 447
2214 1214 374
631 228 351
2070 174 209
11 1250 172
315 227 364
792 713 308
2162 381 2
483 1861 489
2254 1666 177
687 1897 50
904 2787 57
449 1579 143
798 2200 329
1604 1412 383
2033 765 65
507 1435 216
2786 2768 298
2382 467 360
2436 736 376
2140 573 327
874 847 216
236 2577 100
1408 1172 444
2759 2846 221
2336 2897 48
222 896 295
1225 2444 232
2261 422 102
1887 2100 25
33 1303 334
415 1939 320
2656 1288 1
1076 764 425
1452 1001 212
2029 2297 283
531 2521 283
2780 135 368
2004 2321 298
1351 1247 99
993 676 125
262 522 69
159 2252 477
1007 1967 129
1405 700 432
1234 459 370
1511 1871 396
2417 712 350
1483 2347 333
936 2993 173
2085 1794 316
2860 1896 257
2581 1402 378
1685 490 223
2889 588 52
2035 2627 333
849 2480 488
2795 2596 204
2527 1968 47
765 1043 202
2825 176 105
896 525 367
2637 872 452
1481 2281 296
2395 62 200
690 831 240
1802 2920 480
2861 1419 28
1907 354 79
1624 1983 383
1849 2126 70
1688 87 258
2525 1335 280
236 2173 379
1039 687 72
2613 1704 374
471 2125 20
1311 2329 95
1977 2621 133
2306 1398 2
2127 2045 180
2188 1140 468
1602 1623 202
329 1899 324
2850 1708 153
2625 117 12
2380 2464 33
471 1059 480
2197 2155 170
634 214 273
2612 749 335
2947 531 216
2975 1085 479
199 662 497
1739 2584 221
1744 1342 67
574 2282 312
2561 1872 61
2795 1833 222
1133 1949 243
1386 2667 107
2137 1108 440
2879 1119 383
307 301 123
2455 2607 155
81 788 302
887 1171 204
569 29 76
711 685 325
470 370 473
1370 133 485
172 1288 438
2232 1729 36
44 2505 138
2213 2690 119
779 2209 190
2722 203 324
2020 481 135
2931 1197 376
561 2805 417
1980 1006 166
299 1447 476
2822 13 372
1371 1989 256
2079 2854 114
2892 2101 288
1301 2527 223
2468 1444 322
2867 2597 93
1193 2254 254
2878 1364 143
149 1477 317
1273 1735 394
989 2981 40
598 2525 142
2466 1929 382
1601 995 276
1092 1590 386
367 2286 232
2459 2464 411
565 492 249
2694 1669 242
2314 2808 293
2840 1255 118
653 568 437
2473 367 456
1606 275 266
1648 1849 126
1957 720 166
2279 702 77
2632 1939 129
2507 1609 220
2045 1673 98
167 440 188
2371 849 274
2605 2911 228
2952 1074 348
2079 730 79
2146 2948 55
1269 2009 61
847 1926 128
481 98 34
2443 681 475
254 925 139
2247 947 38
325 835 185
2839 496 3
541 1420 498
536 2043 428
1959 2180 264
2783 1625 189
1603 320 18
1224 1315 258
1745 2683 112
2226 510 308
1717 2041 350
152 1234 210
299 1150 81
341 201 480
1346 869 334
1228 2978 169
1353 1731 93
1289 73 287
324 2855 276
1001 1301 145
1078 321 138
2188 2888 416
1490 891 469
2395 2921 120
711 38 214
1281 2793 464
651 1871 96
157 1694 451
1251 2739 6
1754 2799 317
455 2931 254
1045 2817 78
2904 805 117
920 1344 68
1259 860 285
1207 960 384
136 2910 259
1848 1091 135
362 933 430
1560 1577 302
997 1931 63
2776 1727 72
1867 568 449
246 1365 441
1114 1567 61
1386 374 357
1784 805 440
727 282 388
1044 1049 407
2736 608 331
1220 2336 55
1360 769 475
1264 1897 136
537 1076 311
2601 543 242
655 1996 45
286 1881 6
2044 1396 175
2471 2500 50
2731 1291 464
1253 2962 125
483 744 334
2800 1233 373
2010 208 426
1496 2324 80
2186 2541 160
1004 1978 97
1619 1529 10
168 1579 244
2216 670 229
2527 432 180
2966 2750 396
2604 2302 274
429 1947 302
1707 2395 81
1825 1643 237
1598 2010 28
1117 240 360
2146 751 37
1325 2591 359
2622 2807 283
2596 2017 420
220 1250 31
2161 2157 316
1884 2961 152
395 899 35
2250 2205 277
1197 714 113
610 1874 38
258 790 171
1705 1778 325
2409 615 249
936 2998 235
710 386 289
1074 285 399
2775 2409 402
1947 656 285
2773 558 313
1744 2679 299
1383 2967 360
2831 2203 245
112 2352 500
395 2431 385
2210 2194 268
1724 2748 197
1673 281 132
1772 953 416
1609 1179 230
662 550 3
1550 560 321
2817 828 73
1575 1681 454
1977 1686 418
749 2697 431
3 671 261
812 1121 152
332 1753 274
2304 390 263
253 308 192
2164 147 487
36 2306 130
1307 2239 74
1679 2760 399
1328 66 488
908 2296 32
1155 373 11
