1000 2500
878 171 60
932 855 175
106 89 457
772 532 43
982 574 169
980 888 481
809 548 203
920 616 144
296 396 273
531 133 71
779 237 241
18 530 334
287 718 249
6 606 474
791 323 240
995 760 28
43 182 142
786 855 314
703 341 321
458 384 203
63 665 202
501 541 370
36 562 320
338 361 247
833 384 60
554 308 297
385 213 30
224 518 119
588 979 394
976 593 86
868 795 453
828 735 305
906 232 400
229 347 198
385 368 468
710 297 441
573 859 24
591 534 320
529 729 203
243 593 371
39 655 69
236 211 332
363 659 272
256 948 429
272 828 114
987 305 487
464 404 466
542 898 122
439 937 428
90 815 377
444 712 129
791 724 132
828 52 344
633 542 493
860 672 226
704 114 57
181 239 377
544 306 6
842 294 401
336 858 49
966 294 208
253 993 414
800 380 453
273 21 169
822 911 46
217 623 176
267 398 363
748 850 211
302 658 201
731 312 68
463 741 10
10 385 77
572 969 425
253 854 418
811 806 22
575 848 271
997 894 393
352 93 207
246 706 397
354 799 138
279 216 460
20 321 100
774 924 156
541 615 320
376 380 23
269 765 260
133 798 75
494 313 147
10 242 86
839 400 181
228 878 39
505 180 156
910 606 243
234 476 486
744 218 455
327 672 105
458 55 207
380 513 12
137 254 395
86 122 117
490 834 197
411 866 88
386 891 355
175 127 184
29 7 332
225 405 183
91 681 318
744 947 458
171 330 378
816 278 114
237 703 489
763 347 81
349 429 182
409 405 23
309 545 424
543 129 129
285 316 134
624 897 131
364 114 454
694 791 2
847 489 472
242 803 218
518 26 3
904 23 229
118 626 178
114 696 180
929 857 271
158 626 348
139 504 128
840 809 150
399 4 448
57 719 446
612 81 17
939 772 409
255 48 101
364 822 246
273 521 221
978 351 241
431 757 221
295 221 37
764 341 157
37 627 377
526 238 406
70 730 239
528 752 72
201 999 413
137 750 47
82 808 467
522 697 381
317 478 224
52 245 391
278 63 342
855 957 221
646 491 196
435 132 304
493 558 201
310 817 219
298 107 131
384 941 359
491 508 13
175 924 345
643 539 271
847 414 301
289 591 375
714 339 221
386 595 141
615 664 305
453 899 245
164 116 27
655 18 381
419 323 234
241 247 320
903 727 478
310 524 45
474 269 4
979 644 222
290 114 298
613 800 491
283 44 395
469 367 42
432 764 387
283 46 276
724 503 224
118 391 74
548 917 128
811 296 124
995 956 239
889 50 16
692 973 441
866 903 302
222 173 76
869 724 185
156 506 394
597 249 52
832 541 325
973 130 394
374 454 340
623 224 51
132 947 420
537 717 212
488 247 264
994 6 218
478 844 310
229 194 110
110 433 207
803 200 302
711 317 66
641 209 52
417 738 192
883 968 121
889 33 74
313 483 122
823 205 165
100 911 87
484 993 179
765 465 282
516 938 189
753 513 493
871 362 452
236 34 447
633 27 40
378 586 294
289 587 438
821 572 318
291 42 475
70 177 116
290 79 205
134 534 282
862 186 98
930 395 312
509 664 22
393 221 282
339 900 448
521 539 86
457 886 246
436 965 74
831 923 334
165 200 91
303 159 110
656 898 387
237 449 127
973 287 418
453 39 77
821 574 231
663 923 310
983 465 128
636 609 218
684 788 457
360 491 172
976 64 244
782 158 363
813 14 448
660 902 296
498 973 235
172 702 121
554 164 278
564 622 329
454 956 268
46 438 169
932 973 74
76 816 499
227 156 87
419 305 382
13 10 269
894 192 97
22 537 30
18 730 121
710 664 66
211 340 234
610 844 29
354 825 274
377 534 29
624 135 442
169 309 179
127 716 368
570 327 186
847 271 74
324 878 95
989 969 459
394 521 465
760 577 350
80 635 496
873 561 472
733 534 72
767 500 378
530 888 120
956 366 264
493 570 67
502 467 163
165 218 332
275 592 489
822 118 64
910 304 472
842 98 213
573 917 470
836 36 356
337 77 201
839 615 48
483 992 90
426 971 265
322 44 367
763 764 259
934 909 163
68 829 185
297 283 213
785 905 451
109 434 295
663 398 57
201 816 257
387 164 126
318 15 415
328 175 113
475 796 194
618 770 122
870 121 322
171 339 128
104 637 73
955 2 277
235 379 437
46 376 99
947 332 458
876 451 275
41 463 17
93 378 371
652 593 64
511 359 285
347 572 412
54 140 439
931 803 20
806 783 84
524 465 316
328 231 107
396 613 314
960 135 26
621 257 41
744 79 202
983 749 56
620 484 195
793 895 177
341 180 442
243 343 120
612 349 346
439 949 329
598 614 277
43 115 181
700 711 173
391 103 2
904 140 178
521 882 253
123 301 403
32 637 366
68 125 425
49 103 392
513 607 354
993 842 380
168 896 103
520 539 140
842 617 36
157 831 265
773 976 214
22 753 244
778 279 101
931 347 80
457 827 320
129 837 310
106 215 405
495 975 99
102 5 374
723 687 252
266 310 122
154 981 488
140 336 227
654 852 470
543 303 58
601 993 107
835 358 313
774 30 57
463 161 454
404 876 412
539 225 80
255 251 483
563 543 454
948 221 476
863 410 5
273 732 419
101 565 468
201 696 19
464 320 392
192 288 487
851 401 30
924 44 281
78 627 357
192 608 375
403 504 208
618 712 170
989 112 352
840 956 407
815 34 73
834 726 494
822 143 60
637 78 156
571 111 125
521 747 402
963 730 290
578 558 272
668 675 356
858 861 311
583 744 181
365 942 40
300 447 449
763 750 496
749 779 444
13 207 106
444 33 289
13 841 82
953 478 171
91 772 495
617 902 2
788 403 454
604 266 394
974 357 477
730 15 394
535 124 104
276 754 148
642 416 112
353 481 496
617 38 454
395 941 15
850 427 46
41 473 306
192 661 275
31 147 332
389 509 57
711 775 80
877 353 480
778 267 65
782 357 305
348 656 400
469 592 470
139 531 250
984 11 350
393 130 357
910 375 46
342 793 444
194 967 122
804 691 101
301 626 2
839 929 199
358 71 274
827 587 55
527 674 481
669 391 289
632 21 102
8 306 357
382 703 377
117 143 44
116 520 196
556 772 274
310 983 75
516 138 37
871 153 286
446 419 407
624 726 416
305 331 366
186 930 246
814 885 310
790 135 290
155 50 14
500 899 41
349 288 451
191 482 272
247 296 294
647 68 173
184 162 327
940 110 361
189 995 202
821 890 188
629 909 109
316 569 406
708 484 469
404 380 454
293 49 212
316 165 476
946 550 50
630 534 243
691 204 478
826 974 102
569 697 139
365 632 297
964 23 334
203 306 27
487 799 278
775 791 307
568 842 84
155 888 357
973 590 50
782 53 287
336 954 356
181 301 479
259 455 316
658 741 268
80 385 404
754 83 333
330 269 230
682 938 203
135 959 258
534 186 55
458 82 208
383 625 239
238 462 170
832 380 200
958 981 37
939 980 163
597 883 468
402 708 322
716 104 135
826 600 131
356 179 150
498 615 241
817 208 402
759 65 130
321 347 379
688 943 308
813 757 15
666 677 178
814 21 74
544 139 432
275 941 108
7 263 444
221 655 473
160 235 473
557 595 478
577 198 395
358 540 417
157 739 464
565 268 115
960 117 404
504 560 463
259 477 50
223 485 401
64 963 171
430 368 240
667 797 446
741 150 99
148 518 335
813 608 36
154 471 21
163 147 65
771 836 350
292 16 364
998 100 455
493 53 246
672 659 104
395 784 98
739 237 499
830 347 386
271 594 14
767 243 249
591 727 203
202 286 172
6 472 22
973 889 366
121 961 274
110 548 34
273 795 449
405 729 11
905 818 371
575 765 411
130 628 438
570 7 470
35 494 351
81 676 281
440 449 429
343 257 302
533 114 368
586 767 491
831 939 108
572 439 148
827 566 79
998 281 349
712 610 141
657 275 177
967 459 296
212 495 453
329 157 405
442 838 162
990 406 260
705 105 252
783 311 123
421 413 277
528 692 92
427 115 318
698 191 256
816 419 454
880 143 467
353 437 3
226 975 346
319 400 80
469 176 256
433 46 223
688 95 243
868 730 326
671 925 469
771 559 104
551 75 344
520 234 209
716 117 424
845 567 457
564 322 353
994 521 179
261 209 317
302 842 53
290 41 327
485 596 13
708 678 279
271 918 449
962 832 220
47 869 156
656 305 490
670 840 34
322 811 398
407 211 425
860 98 249
374 804 459
317 765 191
303 468 374
604 853 108
244 811 197
771 928 87
603 617 44
289 997 412
195 825 332
906 511 222
960 322 223
326 866 498
555 79 150
828 280 136
913 555 180
706 612 193
709 334 150
2 812 251
526 158 258
184 329 134
986 668 3
377 858 352
751 698 359
333 68 314
717 291 64
651 92 205
744 468 415
842 734 207
94 95 371
168 759 81
229 92 329
362 266 487
609 847 181
173 137 301
472 723 477
45 803 136
647 32 452
478 62 94
936 451 459
845 953 399
596 630 389
368 396 284
429 606 106
280 749 340
833 147 259
169 489 377
882 715 463
727 969 218
195 740 360
578 385 377
338 350 192
445 956 476
563 569 277
701 612 49
70 542 35
691 428 271
743 5 308
483 639 253
934 388 492
770 365 201
641 686 230
65 571 75
335 130 386
475 306 313
223 863 250
588 84 336
156 497 64
379 882 269
956 123 396
609 698 74
104 55 408
354 508 400
357 643 453
737 405 340
883 32 331
165 486 176
70 412 491
628 341 492
427 524 176
41 275 204
926 346 252
804 848 383
157 24 274
475 531 329
840 625 17
757 232 101
932 704 194
61 120 451
828 500 292
164 780 259
202 845 82
251 742 77
574 862 337
148 574 129
277 171 164
445 355 165
982 817 300
728 213 316
444 334 383
135 80 265
928 685 378
285 444 420
298 893 147
231 615 29
413 402 226
686 259 2
490 278 273
502 325 266
562 560 198
958 389 292
188 100 33
346 946 51
583 295 167
968 610 353
199 270 243
130 367 227
762 882 350
899 629 44
232 1000 356
299 759 46
133 409 36
868 417 123
459 447 438
978 354 215
222 910 171
483 616 81
783 840 258
258 806 137
639 566 341
306 965 423
983 634 165
656 567 197
158 748 72
394 283 382
654 205 425
700 552 128
149 562 47
967 277 190
370 418 489
698 923 182
204 946 257
70 704 442
213 644 278
377 654 318
221 851 120
438 910 412
472 406 324
83 486 280
569 126 195
709 468 70
810 630 105
694 985 479
498 411 235
924 519 214
640 730 456
537 327 343
281 86 3
132 690 190
989 841 364
98 841 22
161 783 323
809 379 419
140 564 127
478 381 217
299 618 179
679 488 23
644 311 394
650 321 398
396 364 432
412 76 25
739 450 250
977 110 272
492 727 102
574 39 493
190 364 60
71 791 31
185 935 462
358 53 383
777 609 420
893 250 412
100 412 498
396 557 456
306 802 87
804 694 300
514 610 459
131 885 403
403 693 247
95 662 232
278 919 131
480 76 32
136 958 280
187 134 272
661 332 340
575 793 496
845 150 128
954 276 485
378 335 352
118 474 368
684 74 269
776 248 271
739 239 37
861 176 362
534 839 45
452 359 463
452 265 390
236 361 349
984 315 323
402 845 104
963 50 491
719 478 95
168 55 421
8 962 57
796 533 226
400 223 365
376 267 321
159 574 55
222 694 451
907 452 334
267 961 176
476 536 200
37 136 106
447 429 72
406 750 132
487 683 303
306 891 355
714 444 116
281 878 317
555 570 8
481 905 105
77 410 452
62 671 331
742 383 107
673 899 158
465 856 62
481 208 42
354 783 460
242 191 70
289 87 34
793 563 342
549 560 150
794 52 374
290 154 415
726 311 392
693 29 261
160 248 371
320 707 46
476 858 421
559 337 417
109 472 291
906 915 316
935 158 286
553 995 105
287 737 272
40 926 161
856 555 112
158 978 422
177 30 239
651 102 481
191 933 217
409 297 72
528 610 175
389 680 271
242 590 227
949 565 193
447 249 499
226 300 487
101 343 428
803 132 315
622 641 112
357 385 193
298 786 261
957 936 209
366 453 455
151 416 107
20 107 423
635 805 82
529 821 181
686 1000 170
774 951 32
771 719 486
648 871 307
402 875 499
673 532 70
157 497 388
284 458 497
36 959 236
719 323 13
630 530 171
801 900 42
122 135 294
41 659 141
229 360 39
808 234 91
46 347 369
24 327 438
532 425 443
221 7 136
150 989 471
171 490 35
504 568 320
881 184 14
528 334 321
516 905 290
44 229 17
584 118 449
926 202 279
480 169 246
338 513 386
838 20 196
720 775 493
311 466 201
67 713 326
526 940 128
441 459 434
304 27 271
400 440 32
883 772 405
300 831 387
329 783 227
609 642 176
923 78 183
407 510 460
854 792 81
845 535 282
673 759 136
199 459 215
457 994 239
899 621 35
442 783 321
326 235 118
721 58 217
48 425 151
674 427 62
282 767 302
637 688 234
729 24 470
800 30 482
783 741 472
955 314 76
962 17 354
392 350 212
271 455 355
765 170 4
223 869 160
344 845 324
384 700 474
604 51 46
587 26 335
309 654 144
694 598 256
200 207 477
230 876 370
39 723 222
97 28 422
678 835 244
212 542 288
538 675 153
234 513 92
387 478 311
194 296 6
935 73 446
617 949 498
577 383 235
379 609 491
258 482 302
562 427 141
727 447 468
436 391 123
350 758 85
505 635 229
158 126 382
252 357 245
254 50 86
955 609 21
225 841 387
216 460 374
453 877 376
134 390 445
909 867 303
69 470 367
313 49 423
242 765 175
18 946 283
902 815 237
163 330 321
92 281 381
19 399 473
555 188 10
708 157 221
172 375 213
130 762 386
623 811 188
312 737 144
421 353 497
376 562 271
302 953 393
533 473 311
425 561 37
194 558 427
765 248 293
430 349 48
598 520 45
776 607 445
329 393 97
160 475 93
838 956 65
855 61 87
850 190 173
904 909 456
406 347 240
897 854 19
782 784 171
168 130 284
558 809 362
802 304 335
296 403 118
346 552 352
618 296 22
45 600 96
889 238 454
924 441 10
784 854 441
967 219 119
48 559 96
357 404 396
235 155 91
298 548 398
926 678 13
847 47 130
398 482 395
252 990 253
308 497 211
830 188 243
828 496 242
121 780 101
952 73 237
303 305 406
542 556 11
55 974 336
61 267 495
669 235 159
422 303 326
633 839 171
810 674 474
136 5 358
675 540 429
22 548 300
925 115 21
55 524 417
189 305 474
411 358 51
448 137 9
449 486 257
35 894 255
534 451 211
403 954 117
431 187 112
450 646 55
717 873 156
948 418 394
860 12 9
888 780 466
743 132 11
164 311 208
503 667 85
241 104 50
497 106 321
275 925 420
176 3 300
722 107 355
389 212 89
479 451 258
569 185 322
291 647 477
798 734 25
655 766 378
536 906 336
449 819 400
727 18 402
230 53 463
715 318 414
156 685 185
652 106 118
126 396 374
955 620 322
493 513 219
769 548 438
705 453 192
484 198 68
156 977 435
226 730 312
31 756 90
980 24 360
112 150 308
939 353 139
333 587 101
578 517 466
560 847 229
665 345 205
234 878 134
193 898 476
353 255 157
665 998 481
967 423 426
182 375 138
319 348 204
361 910 53
175 213 73
438 338 353
657 126 303
836 371 285
212 952 205
388 13 68
447 836 227
289 394 485
435 664 22
602 562 12
775 829 12
278 101 332
666 728 148
182 557 337
872 326 244
704 125 114
385 645 431
103 898 470
174 392 489
871 524 328
582 972 57
55 473 449
310 21 467
369 73 29
613 227 65
332 942 82
227 594 180
988 756 439
319 310 120
954 501 94
778 94 485
41 316 171
232 694 221
868 197 422
658 652 14
565 694 190
799 69 321
11 539 442
655 951 171
289 360 16
129 117 391
878 265 83
152 604 360
197 438 449
462 130 397
291 1000 359
391 428 118
177 493 110
528 797 176
149 148 148
992 250 391
940 253 294
304 794 132
111 118 358
989 178 380
568 755 210
203 101 407
287 15 17
561 355 73
62 487 149
789 761 347
743 570 279
210 366 186
239 562 167
468 793 486
408 610 110
468 927 220
731 116 75
382 339 313
1 134 425
411 244 178
69 28 216
807 66 428
991 610 8
248 309 29
799 160 102
893 531 471
757 38 137
472 275 460
650 847 328
525 595 357
598 444 381
376 572 472
913 421 276
820 599 3
560 581 154
596 662 12
903 742 34
878 691 356
548 228 362
153 410 260
422 622 86
794 799 199
812 599 148
129 898 372
802 839 5
137 624 34
132 331 130
455 887 350
982 731 193
283 915 301
572 815 12
83 653 176
29 308 423
380 120 310
477 99 243
576 984 332
883 298 161
454 716 59
395 497 276
147 115 496
886 557 169
520 183 47
186 691 142
21 918 470
319 874 272
679 913 197
860 534 93
100 609 370
998 970 2
820 558 342
162 551 145
694 806 477
437 97 214
142 737 388
833 685 455
551 220 303
331 995 21
504 665 3
671 574 410
876 874 449
565 373 89
444 165 487
422 142 25
544 440 485
784 931 227
537 254 491
592 236 191
463 381 429
386 460 255
107 453 433
964 511 443
184 988 216
786 414 403
201 610 213
905 648 350
975 184 431
590 431 105
60 176 362
105 961 66
740 107 355
460 32 219
990 326 303
664 950 377
989 465 236
842 120 93
408 799 247
581 2 317
226 883 130
874 927 192
912 460 300
680 716 361
570 409 103
560 914 293
810 672 197
581 290 352
97 127 84
631 46 14
278 509 122
153 151 437
661 356 255
540 919 269
202 190 215
794 992 443
552 190 237
9 258 479
800 684 132
772 309 374
639 442 483
453 945 319
834 349 267
337 157 494
492 108 295
41 567 427
428 218 374
848 18 18
664 946 397
902 332 467
258 192 495
10 502 384
412 694 239
158 490 436
483 922 34
305 597 112
266 116 444
881 656 131
949 701 375
259 909 482
622 257 419
81 390 422
683 524 359
230 434 316
506 941 24
712 218 377
20 893 187
460 934 340
26 578 407
657 354 485
92 884 82
361 824 333
300 405 264
4 474 250
336 303 67
931 196 164
532 748 214
782 407 48
485 523 232
833 811 13
534 985 95
17 412 408
586 109 205
476 333 23
636 432 321
510 183 27
352 481 217
702 810 295
150 502 177
717 893 35
119 71 29
771 664 397
592 631 320
885 839 4
863 920 338
381 223 308
794 567 173
281 536 445
712 106 372
869 583 226
697 50 49
686 934 451
777 737 42
260 367 459
257 404 113
258 759 395
234 207 264
197 845 27
64 635 469
641 291 128
288 459 44
986 232 191
11 650 277
12 449 117
800 988 387
172 483 457
526 319 478
883 757 82
102 704 468
960 636 387
207 767 289
157 602 335
615 41 423
102 342 141
636 992 312
821 683 21
29 112 311
596 155 37
670 600 301
472 424 208
811 52 153
258 933 39
45 725 79
180 727 29
969 525 471
671 598 330
453 645 391
228 63 197
897 124 22
813 614 130
992 767 20
906 284 254
154 358 131
544 276 346
941 97 77
363 599 109
92 177 236
421 96 412
577 500 375
625 261 495
405 422 473
89 600 470
452 621 306
614 427 317
130 529 211
728 672 372
47 789 460
981 696 210
257 948 461
176 463 80
300 676 353
661 746 226
318 795 438
676 62 142
45 666 265
513 180 21
644 299 47
565 875 220
961 318 142
298 64 496
303 516 478
103 771 63
984 950 217
488 750 454
410 744 41
107 653 255
471 373 216
352 245 95
624 271 371
24 117 298
776 986 295
508 115 411
517 314 372
34 693 36
282 471 221
374 57 500
15 694 177
166 982 61
131 39 416
598 592 285
729 565 412
954 889 122
263 297 496
165 163 283
690 985 26
72 82 136
320 967 260
733 402 355
966 671 165
848 636 169
809 993 52
390 719 259
777 180 405
390 870 255
154 179 429
695 382 357
784 306 263
620 312 175
871 99 80
428 795 333
13 757 365
22 63 317
771 422 58
704 812 75
514 705 354
351 236 442
692 748 107
754 400 335
625 271 145
178 945 397
327 346 377
21 935 72
891 761 9
731 134 150
199 662 418
475 612 142
271 10 404
592 858 372
177 8 45
754 95 204
453 897 456
490 413 29
740 175 96
394 111 423
755 687 58
297 572 12
471 346 46
749 743 372
119 648 466
447 998 191
370 585 464
41 807 51
229 295 275
196 278 181
912 412 330
587 998 455
474 789 403
506 961 494
780 834 240
252 30 481
569 59 464
634 306 429
699 260 248
897 152 97
5 574 408
367 83 65
866 748 318
605 576 346
231 179 95
393 774 455
401 312 425
778 115 457
346 988 112
101 515 127
991 675 312
584 560 100
893 674 358
779 341 481
551 806 498
381 885 225
777 243 199
201 392 371
675 995 190
134 490 470
731 382 457
791 276 248
487 980 262
677 179 94
514 461 351
274 984 351
816 874 308
165 777 285
876 770 270
789 872 309
670 16 142
1 329 171
709 821 237
517 504 443
879 728 11
148 161 123
34 982 443
252 397 256
646 950 138
548 110 441
5 742 415
833 456 429
627 109 123
656 787 173
360 747 289
853 310 134
627 439 111
573 823 67
110 612 14
802 630 453
411 193 132
388 222 234
663 786 452
495 570 325
576 694 154
542 314 242
556 304 23
991 569 29
98 91 180
587 250 159
316 604 235
812 571 61
977 443 174
831 715 55
69 959 168
974 365 152
408 461 469
798 85 264
342 465 183
1000 415 55
417 523 119
298 192 201
372 761 230
741 252 233
640 76 378
947 592 119
291 540 334
447 433 47
475 492 255
103 574 267
823 916 239
377 281 435
665 794 324
817 225 14
746 531 227
214 255 432
803 723 114
79 132 200
639 776 287
825 484 68
80 926 379
95 137 152
928 858 387
926 219 81
668 208 428
442 789 456
965 619 185
593 139 316
923 553 481
661 541 161
93 398 16
150 868 40
458 998 41
283 865 461
817 892 429
641 885 322
717 856 239
199 551 217
558 172 370
704 853 241
415 46 230
537 546 408
507 954 246
278 720 67
919 863 382
383 500 155
131 666 180
65 315 157
872 835 147
438 449 419
156 508 323
79 466 32
379 266 282
601 669 340
952 778 182
732 449 209
639 269 224
378 657 67
163 768 352
599 801 119
217 292 258
15 569 3
190 876 34
894 917 3
896 176 311
783 96 428
755 551 232
255 381 271
940 947 29
797 551 145
74 555 469
753 530 338
615 12 410
933 307 255
874 701 486
298 523 431
115 679 308
380 358 261
706 261 133
851 86 300
262 93 64
29 849 96
850 308 391
585 522 473
843 216 115
730 160 398
901 173 307
581 316 389
258 490 387
743 885 28
321 856 472
743 64 466
82 415 328
14 752 346
42 947 293
407 841 216
868 920 377
870 15 259
795 866 403
60 732 414
619 58 417
302 26 111
181 393 363
401 313 139
715 903 337
137 657 91
988 239 456
221 770 58
359 971 192
50 889 70
168 949 376
122 561 265
534 930 413
818 540 114
121 552 491
544 629 272
712 96 496
440 696 139
22 108 343
275 228 278
276 33 12
129 434 194
679 898 466
914 374 319
701 642 376
216 988 345
560 987 276
850 41 251
55 464 387
872 676 93
592 69 17
979 896 374
459 888 197
376 254 424
34 646 247
209 633 85
738 758 323
23 788 345
34 591 197
734 46 40
449 915 9
808 795 353
644 315 319
110 779 132
256 377 479
495 425 335
721 864 6
988 33 63
153 441 393
637 910 134
531 973 30
595 410 98
687 119 128
920 264 138
595 622 30
296 685 399
724 908 437
823 715 453
624 396 397
294 268 160
983 869 494
910 832 19
226 568 195
154 875 67
324 42 280
861 756 260
214 298 479
880 578 254
717 522 450
253 819 196
316 885 58
822 671 260
346 206 392
406 789 48
766 37 338
32 973 353
612 995 280
75 570 72
987 668 61
780 416 471
31 235 160
95 282 92
453 346 340
239 45 19
329 111 301
525 191 111
319 627 172
976 917 219
189 830 399
442 454 257
618 830 458
332 930 99
420 497 85
590 162 304
361 411 101
633 100 361
78 883 198
3 667 90
347 357 73
407 357 135
532 203 236
213 567 41
488 961 474
68 931 360
937 916 252
771 127 356
671 517 239
552 958 325
562 247 75
830 269 352
910 868 128
616 34 181
139 680 239
768 67 53
475 898 136
423 597 383
819 430 69
374 495 118
450 923 444
34 28 45
601 543 38
553 733 374
199 201 496
467 251 400
288 612 52
81 740 237
782 519 247
65 812 220
440 217 67
692 133 487
488 623 10
462 529 357
303 640 236
614 776 188
632 227 384
425 388 235
576 406 193
241 681 76
462 714 253
781 134 46
841 894 353
288 675 419
603 473 187
26 573 167
426 189 458
710 67 352
325 788 480
274 955 104
852 335 240
924 383 110
477 389 477
455 412 439
624 560 251
348 695 56
686 749 439
188 344 500
441 237 24
808 636 286
160 754 117
858 450 96
364 300 428
687 376 123
501 616 430
396 238 223
766 274 243
656 118 464
339 571 75
604 105 74
237 716 172
23 563 145
51 75 39
584 325 425
803 528 416
1000 939 467
760 129 333
136 459 359
311 397 31
155 928 462
700 202 90
673 590 72
670 912 320
656 992 220
702 82 448
287 733 447
850 680 53
587 726 350
976 667 179
430 208 277
657 533 132
985 779 366
983 85 346
323 958 465
960 373 405
691 933 464
219 185 400
545 53 408
432 72 16
99 425 377
698 217 112
222 578 87
897 565 227
501 732 258
247 610 418
736 940 279
806 340 459
80 607 401
736 429 172
906 924 280
601 613 260
510 539 186
799 115 419
412 94 285
55 81 91
536 386 99
624 696 310
409 157 447
566 384 277
742 56 172
163 241 499
347 195 253
414 491 477
550 561 109
700 193 80
836 16 363
501 124 472
746 348 117
441 432 186
999 125 498
126 675 319
191 760 153
539 797 103
727 112 11
388 194 57
467 157 284
665 582 406
998 274 330
291 123 219
127 149 348
464 70 386
129 862 441
567 904 64
519 172 125
326 527 7
802 484 146
872 131 301
630 557 312
784 568 360
70 590 266
221 832 446
157 462 271
81 480 148
72 10 86
576 936 161
533 70 132
270 324 237
607 809 46
723 688 263
371 549 248
240 486 210
987 494 448
216 250 188
204 44 229
656 887 272
326 210 338
542 754 439
818 422 82
657 279 482
345 207 176
706 732 203
534 735 146
2 922 168
197 211 380
874 12 252
638 571 478
953 694 162
67 287 467
529 414 236
953 193 139
616 442 177
278 671 95
960 471 400
816 264 459
834 953 35
655 12 310
785 988 26
688 554 499
77 440 354
441 488 63
289 186 493
422 936 358
422 732 93
496 785 158
382 566 92
970 197 496
425 400 83
436 881 352
46 150 311
856 351 417
543 13 252
970 276 87
882 624 351
947 691 315
829 731 93
565 642 424
418 897 215
427 863 82
625 128 351
648 991 432
210 345 350
848 373 343
207 238 148
480 9 312
85 126 367
112 862 147
492 946 494
896 609 168
688 438 183
557 420 489
626 603 206
445 245 252
489 185 499
163 756 10
765 880 383
956 277 132
384 990 306
809 531 56
805 190 311
696 403 130
590 966 192
598 384 117
916 352 14
513 600 209
892 550 143
39 809 396
937 415 479
521 564 157
719 273 1
854 650 32
485 669 167
737 668 401
179 477 439
381 642 137
461 445 472
116 251 120
596 140 428
843 432 312
633 845 289
42 402 239
316 71 445
478 309 63
540 55 187
625 473 478
609 238 272
34 571 173
84 828 55
247 602 318
221 955 39
66 518 229
180 754 81
651 258 198
484 1 490
861 736 341
335 192 265
61 955 93
889 167 260
42 275 73
46 536 221
722 352 187
761 225 10
295 682 61
182 645 434
205 743 374
779 657 425
943 704 448
939 797 162
763 245 479
423 306 318
450 229 334
569 753 150
558 574 281
710 574 395
274 485 433
259 443 463
517 299 94
98 577 388
347 947 74
396 335 479
2 744 36
511 493 269
875 629 52
518 461 293
140 430 450
505 503 466
939 401 350
97 613 429
686 701 199
335 658 421
909 967 281
157 293 258
888 422 414
455 899 495
766 648 465
403 408 172
605 527 491
595 566 78
414 727 153
16 600 238
829 880 373
188 95 89
14 286 352
346 797 427
356 429 225
990 932 353
329 444 490
648 518 247
258 123 10
564 881 275
822 837 310
988 880 289
765 576 246
412 235 482
397 426 277
908 853 391
372 405 228
356 241 231
465 985 235
768 328 90
677 551 395
703 576 46
382 695 405
926 294 343
571 158 226
874 583 95
691 924 139
36 102 257
776 453 300
595 19 97
698 503 343
260 868 336
785 474 78
140 732 182
789 715 106
286 435 205
